Column1	日期	事件标题	国家	区域	消费品名称	涉及的消费品数量	伤害事件	事件来源	消费品一级类别	消费品二级类别	链接	伤害类型	严重程度	伤害类别	消费品危害类型	消费品一级危害类型	消费品二级危害类型	消费者年龄	消费者受教育程度	消费者职业	健康状况	消费品问题部件	尺寸	绳索及类似物	不透气	填充物	锐利边缘	部件空隙或开口	尖角	光滑表面	粗糙表面	小零件	昼夜	温度	湿度	海拔	稳定性	腐蚀性	速度	腐蚀物	坎坷	爬坡	下坡	地面摩擦	斜坡	楼梯	灰尘	静电	辐射	警示标识缺失	高温表面	高温液体	高温气体	低温表面	低温液体	低温气体	明火	高低电压	过热	漏电	短路	接触不良	铁芯发热	散热不良	稳定性噪音危害	变动性噪音危害	脉冲性噪音危害	爆炸性气体	爆炸性粉尘	爆炸性喷雾	聚合爆炸	蒸发爆炸	液体混合爆炸	爆炸性化合物	固体爆炸性物质	爆炸性气体_1	旋转部件牵扯	飞行物体撞击	移动部件挤压	机械稳定性	机械强度	弹性组件失控	压力空间失控	热辐射危害	激光辐射	紫外线辐射	X光线辐射	高频电磁辐射	低频电磁辐射	甲醛	乙醛	丙烯醛	其它有毒醛类	蒽类化合物	菲类化合物	芘类化合物	其它有毒芳香稠环类化合物类	N-杂环化合物	S-杂环化合物	O-杂环化合物	其它有毒杂环类化合物	有机氟化物	有机氯化物	有机溴化物	其它有毒有机氯化物	一氧化氮	一氧化碳	氯气	臭氧	氯化氢	硫化氢	其它有毒气体	砷	镉	铬	铜	汞	镍	铅	其它有毒重金属及其化合物	硫酸	盐酸	氢氧化钠	其它有毒酸碱类物	氢氰酸	氰化钾	氰化氢	其它无机氰化物	尘螨	蛔虫卵	绦虫卵	其它寄生虫危害	甲肝病毒	甲型流感病毒	轮状病毒	禽流感病毒	其它原生微生物危害	皮肤癣真菌	着色真菌	孢子丝菌	新生隐球菌	假丝酵母菌	曲霉	毛霉	卡氏肺孢菌	其它真核细胞微生物危害	大肠杆菌	沙门氏菌	副溶血性弧菌	金黄色葡萄球菌	腊样芽孢肝菌	其它原核细胞微生物危害
3	2021/5/28	【四川】四川曼工制冷设备有限公司召回部分立式冷藏展示柜	中国	四川	冷藏展示柜	9	接地措施不符合标准要求，无有效防松措施，接地不可靠，内部结构损坏时可能导致消费者触电。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210601_98093.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
12	2021/6/3	【福建】泉州恒申电器有限公司召回部分插头产品	中国	福建	插头	600	产品不符合GB 2099.1-2008的要求，尺寸检查项目、耐热项目不合格，使用过程中，可能会出现火灾等情况，存在一定的安全隐患。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210604_98202.html	烧伤	2	人身安全	物理危害	"高/低温物质危害,电气危害"	"高温物质危害,触电危害"	未知	未知	未知	未知	未知		未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
18	2021/6/15	【北京】北京中欧普瑞科技有限公司主动召回部分型号电暖袋产品	中国	北京	电暖袋	104	由于设计的原因，导致结构项目不符合GB 4706.1-2005标准要求，存在触电的风险。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210615_98379.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
19	2021/6/18	【江苏】常州海禾电子科技有限公司召回JH-DC48V-12型江河电源适配器（车用型）	中国	江苏	电源适配器	10	由于PCB板不同极性带电件L/N端之间，功能性绝缘电气间隙和爬电距离偏小，可能存在因长时间工作而产生过热或起火的危险。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210622_98481.html	"烧伤,烫伤"	2	人身安全	物理危害	"高/低温物质危害,电气危害"	"高温物质危害,触电危害"	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
23	2021/6/21	【江苏】苏州波特利五金照明电器有限公司召回阿乐乐可牌5100/CNORPC、5200/CNOUPC等型号的模方插座	中国	江苏	插座	77860	　1、带保护门的插座，在不插入插头情况下，用探针对保护门施加相应的力，探针能接触到带电部位，消费者或儿童可能使用螺丝刀或其它金属棒触及带电部件，产生触电伤害。　　2、带接地触头的不可拆线非模压电器附件的接地导线比L极导线先受力，可能导致接地导线先于载流导线断开，接地回路无法起到保护作用，会产生触电伤害。　　3、不可拆线插头和不可拆线移动式插座的软线或软缆进入电器附件处过度弯曲，长期使用后，内部线丝可能断裂，载流能力下降，造成局部过热，绝缘老化，发生触电或起火危险。　　4、产品本体及其包装上无最大允许功率的警告标识，如果消费者使用超过最大允许功率的设备，温升超过正常范围，绝缘损坏或短路，会产生触电伤害。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210622_98482.html	"烧伤,烫伤,电击伤"	2	人身安全	物理危害	"高/低温物质危害,电气危害,机械危害"	"高温物质危害,触电危害,潜在能量危害"	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	是	是	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
32	2021/6/23	【上海】上海华生电器有限公司召回部分华生牌电热水壶	中国	上海	电热水壶	100	标志和说明、接地措施不符合GB4706.1-2005、GB4706.19-2008对应条款的规定，电源线地线过短，当对载流线和地线同时拉紧时，地线会脱落。可能造成使用人员触电的人身伤害。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210628_98649.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
34	2021/6/25	【江苏】江苏凯艺照明电器有限公司召回“灿之宝”牌 CZBLK-LED18W型LED吸顶灯	中国	江苏	吸顶灯	7	1、灯具无接地措施，如果漏电，极端情况可能造成触电危险2、灯具的塑料外壳耐热性能差，在较高环境温度下使用和长期使用后，塑性材料可能发生变形或融化，会引起电器短路，导致火灾。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210629_98656.html	"烧伤,电击伤"	2	人身安全	物理危害	"高/低温物质危害,电气危害"	"高温物质危害,触电危害"	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	是	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
35	2021/6/25	【江苏】常州市长城风行电器有限公司召回部分长城风行牌B-215C防雷USB转换器	中国	江苏	USB转换器	130	1、产品本体及包装无最大允许功率的警告标识，如果使用者使用超过最大允许功率的设备，会导致温升超过正常范围，从而引发绝缘损坏或短路，产生触电伤害。2、插座无保护门，消费者或儿童如果使用螺丝刀或其他金属棒触及带电部件，会产生触电伤害。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210629_98657.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
36	2021/6/25	【江苏】常州市长城风行电器有限公司召回“长城风行”牌CF-2108型延长线插座（立式插座）	中国	江苏	插座（立式插座）	68	由于带保护门的插座在不插入插头的情况下，探针能触及带电部位，如果消费者或儿童持尖锐导电物体穿过安全门接触到带电部件，会导致触电事故。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210629_98658.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
38	2021/6/29	【重庆】重庆迪丰电器有限公司召回台扇	中国	重庆	台扇	32	电源连接和外部软线项目不符合相关国家标准，该缺陷容易造成触电及着火危险。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210629_98660.html	"烧伤,电击伤"	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
39	2021/6/29	【重庆】重庆迪丰电器有限公司召回室内加热器	中国	重庆	加热器	312	室内加热器（型号NSB-9）存在对触及带电部件的防护、输入功率和电流、非正常工作、电源连接和外部软线、接地措施项目不符合相关国家标准室内加热器（型号NSB-12）输入功率、电源连接和外部软线、接地措施项目不符合相关国家标准，以上缺陷容易造成触电及着火危险。	召回	家用电器及电器附件	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210629_98661.html	"烧伤,电击伤"	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知		未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
27	2021/6/22	【江苏】常州市宝德电器科技有限公司召回“宝德驰”牌48V3A型电动车专用充电器	中国	江苏	电动车充电器	50	其变压器初级端与次级端之间Y电容短路后，电压超过峰值42.4V，易触及部件成为带电件，有触电危险。	召回	交通工具及相关产品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210629_98655.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
10	2021/6/2	【广西】玉林市玉冠塑料制品有限公司召回部分玉冠水晶杯	中国	广西	水杯	2160	在盛装了一定量的液体之后会出现较大变形甚至倒塌，导致消费者在使用过程中将难以拿捏住，手握时易变形，如盛装热水，可能会造成烫伤，存在安全隐患。	召回	日用杂品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210602_98140.html	烫伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
11	2021/6/2	【广西】玉林市玉冠塑料制品有限公司召回部分美仑家180型航空杯	中国	广西	水杯	500	产品在盛装了一定量的液体之后会出现较大变形甚至倒塌，导致消费者在使用过程中将难以拿捏住，手握时易变形，如盛装热水，可能会造成烫伤，存在安全隐患。	召回	日用杂品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210602_98139.html	烫伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
24	2021/6/21	【江苏】苏州康恩健电子科技有限公司召回眼部按摩器	中国	江苏	眼部按摩器	3880	由于其适配器使用单个电容作为保护阻抗，一旦该元件发生短路，易触及部件将成为带电件，可能存在触电危险。	召回	日用杂品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210622_98485.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
25	2021/6/21	【江苏】苏州康恩健电子科技有限公司召回颈部按摩器	中国	江苏	颈部按摩器	5571	由于该产品适配器使用单个电容作为保护阻抗，一旦该元件发生短路，易触及部件将成为带电件，可能存在触电危险。	召回	日用杂品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210622_98484.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
17	2021/6/10	【福建】福建省三福百货有限公司召回部分一次性日常防护口罩	中国	福建	一次性日常防护口罩	518	过滤效率、防护效果过低。导致口罩阻隔飞沫的防护效果降低，过滤细菌、病毒等气溶胶的能力受到影响，存在一定的安全隐患。	召回	卫生用品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210615_98370.html	生物性感染	2	人身安全	生物危害	致病微生物危害	原生微生物危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	有	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
20	2021/6/21	【安徽】安庆市恒原纸塑有限公司召回日常防护口罩和儿童一次性平面口罩	中国	安徽	口罩	80	过滤效率（盐性介质）不符合国家相关标准要求，可能导致消费者使用该产品时达不到正常防护效果，危害消费者健康安全。	召回	卫生用品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210622_98477.html	生物性感染	2	人身安全	生物危害	致病微生物危害	"原生微生物危害,真核细胞微生物危害,原核微生物危害"	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	有	无	无	无	无	无	无	无	无	有	无	无	无	无	无	有
21	2021/6/21	【安徽】安徽润安劳保用品有限公司召回一次性日常防护口罩	中国	安徽	一次性日常防护口罩	800	过滤效率（盐性介质）不符合国家相关标准要求，可能导致消费者使用该产品时达不到正常防护效果，危害消费者健康安全。	召回	卫生用品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210622_98476.html	生物性感染	2	人身安全	生物危害	致病微生物危害	"原生微生物危害,真核细胞微生物危害,原核微生物危害"	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	有	无	无	无	无	无	无	无	无	有	无	无	无	无	无	有
28	2021/6/22	【安徽】安徽国楷医疗器械有限公司召回民用一次性口罩（非医用）	中国	内蒙古	一次性口罩（非医用）	1000	过滤效率（盐性介质）不符合国家相关标准要求，可能导致消费者使用该产品时达不到正常防护效果，危害消费者健康安全。	召回	卫生用品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210628_98642.html	生物性感染	2	人身安全	生物危害	致病微生物危害	"原生微生物危害,真核细胞微生物危害,原核微生物危害"	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	有	无	无	无	无	无	无	无	无	有	无	无	无	无	无	有
29	2021/6/22	【安徽】安徽汉唐医疗用品科技有限公司召回一次性使用防护口罩	中国	安徽	一次性使用防护口罩	2000	过滤效率（盐性介质）不符合国家相关标准要求，可能导致消费者使用该产品时达不到正常防护效果，危害消费者健康安全。	召回	卫生用品	空	http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202106/t20210628_98643.html	生物性感染	2	人身安全	生物危害	致病微生物危害	"原生微生物危害,真核细胞微生物危害,原核微生物危害"	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	有	无	无	无	无	无	无	无	无	有	无	无	无	无	无	有
