	日期	事件标题	国家	区域	消费品名称	涉及的消费品数量	伤害事件	事件来源	消费品一级类别	消费品二级类别	链接	伤害类型	严重程度	伤害类别	消费品危害类型	消费品一级危害类型	消费品二级危害类型	消费者年龄	消费者受教育程度	消费者职业	健康状况	消费品问题部件	尺寸	绳索及类似物	不透气	填充物	锐利边缘	部件空隙或开口	尖角	光滑表面	粗糙表面	小零件	昼夜	温度	湿度	海拔	稳定性	腐蚀性	速度	腐蚀物	坎坷	爬坡	下坡	地面摩擦	斜坡	楼梯	灰尘	静电	辐射	警示标识缺失	高温表面	高温液体	高温气体	低温表面	低温液体	低温气体	明火	高低电压	过热	漏电	短路	接触不良	铁芯发热	散热不良	稳定性噪音危害	变动性噪音危害	脉冲性噪音危害	爆炸性气体	爆炸性粉尘	爆炸性喷雾	聚合爆炸	蒸发爆炸	液体混合爆炸	爆炸性化合物	固体爆炸性物质	爆炸性气体	旋转部件牵扯	飞行物体撞击	移动部件挤压	机械稳定性	机械强度	弹性组件失控	压力空间失控	热辐射危害	激光辐射	紫外线辐射	X光线辐射	高频电磁辐射	低频电磁辐射	甲醛	乙醛	丙烯醛	其它有毒醛类	蒽类化合物	菲类化合物	芘类化合物	其它有毒芳香稠环类化合物类	N-杂环化合物	S-杂环化合物	O-杂环化合物	其它有毒杂环类化合物	有机氟化物	有机氯化物	有机溴化物	其它有毒有机氯化物	一氧化氮	一氧化碳	氯气	臭氧	氯化氢	硫化氢	其它有毒气体	砷	镉	铬	铜	汞	镍	铅	其它有毒重金属及其化合物	硫酸	盐酸	氢氧化钠	其它有毒酸碱类物	氢氰酸	氰化钾	氰化氢	其它无机氰化物	尘螨	蛔虫卵	绦虫卵	其它寄生虫危害	甲肝病毒	甲型流感病毒	轮状病毒	禽流感病毒	其它原生微生物危害	皮肤癣真菌	着色真菌	孢子丝菌	新生隐球菌	假丝酵母菌	曲霉	毛霉	卡氏肺孢菌	其它真核细胞微生物危害	大肠杆菌	沙门氏菌	副溶血性弧菌	金黄色葡萄球菌	腊样芽孢肝菌	其它原核细胞微生物危害
30	20201127	沃尔沃汽车销售（上海）有限公司召回部分进口S60、S80汽车	中国	上海	沃尔沃汽车	1	 沃尔沃汽车销售（上海）有限公司决定召回以下车辆，共计4779辆。  （一）2021年3月31日起，召回2000年7月13日至2003年3月7日生产的2001-2003年款进口S60汽车，共计369辆2000年5月20日至2003年3月13日生产的2002-2003年款进口S80汽车，共计2584辆。  （二）2021年12月31日起，召回2000年5月20日至2003年3月13日生产的2001年款进口S80汽车，共计1826辆。  本次召回范围内的部分车辆由于供应商原因，驾驶员侧安全气囊的气体发生器在使用寿命周期内经常处于高温、高湿的环境中时，随时间推移气体发生器燃火药可能会发生衰减。当车辆发生碰撞驾驶员侧安全气囊展开时，气体发生器的燃火药可能因衰减导致过大的燃烧压力，在某些情况下气体发生器因承受过大的压力导致破裂，极端情况下存在驾驶员被气体发生器碎片击中的风险，存在安全隐患。  沃尔沃汽车销售（上海）有限公司将对召回范围内的车辆免费更换改进后的驾驶员侧安全气囊，以消除安全隐患。  沃尔沃汽车销售（上海）有限公司	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202011/t20201127_94573.html	烫伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	安全气囊,驾驶,气囊	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
31	20201113	宝马（中国）汽车贸易有限公司召回部分进口插电式混合动力X5汽车	中国	不详	充电器	1	 宝马（中国）汽车贸易有限公司自2020年12月18日起，召回生产日期从2020年6月9日到2020年7月21日的进口X5 xDrive45e插电式混合动力汽车，共计61台。  本次召回范围内车辆由于动力电池供应商生产装配过程中的失误，一些微小焊渣可能留存在电池单元壳体内未被检测到。这可能造成动力电池在充电至较高电压时发生内部短路，严重时电池短路处可能发热，极端情况下甚至引发电池起火，存在安全隐患。  宝马（中国）汽车贸易有限公司将使用来自正常批次的电池模块，对召回范围内车辆动力电池内属于缺陷批次的电池模块进行更换，以消除安全隐患。尚未销售车辆将在消除缺陷后再进行销售。  应急处置办法召回检修前，车主应暂停使用外接充电器（充电墙盒、充电桩、便携式充电器等）对车辆进行充电。在此期间，车主可使用添加燃油的方式正常使用车辆，车辆的其它功能不受影响。  宝马（中国）汽车贸易有限公司	召回	家用电器及电器附件	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202011/t20201113_94309.html	烧伤,电击伤	2	人身安全	物理危害	高/低温物质危害,电气危害	高温物质危害,触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	电池	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	是	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
32	20201113	浙江豪情汽车制造有限公司召回部分极星2纯电动汽车	中国	浙江	极星2纯电动汽车	1	 浙江豪情汽车制造有限公司授权、委托极星汽车销售有限公司，决定自2020年11月23日起，召回2019年9月12日至2020年8月22日生产的2021年款国产极星2首发版纯电动汽车，共计551辆。  本次召回范围内的车辆，前后桥逆变器大容量电容上的螺丝连接的镀锡端子的锡须会造成高压直流电正负极间短路，导致前后桥逆变器没有高压电供应。当这种情况发生时，如果车辆处于停车状态，可能无法启动，如果车辆处于行驶状态，可能导致车辆行驶中失去动力，存在安全隐患。  极星汽车销售有限公司将对召回范围内的车辆免费更换前后桥逆变器，以消除安全隐患。  极星汽车销售有限公司	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202011/t20201113_94308.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	后桥	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
33	20201030	日产（中国）投资有限公司召回部分进口英菲尼迪QX60、Q70L汽车	中国	黑龙江	进口英菲尼迪QX60、Q70L汽车	1	日产（中国）投资有限公司召回部分进口英菲尼迪QX60、Q70L汽车。具体信息如下  （一）自2020年11月10日起，召回生产日期在2019年3月5日至2019年7月10日期间的部分进口英菲尼迪QX60车辆，共计939辆。   本次召回范围内部分车辆，因供应商作业原因造成CVT油管装反，走向不符合标准，导致油管产生应力。随着车辆的使用CVT油管可能会出现破损，极端情况下车辆行驶中CVT油液有可能飞溅到排气歧管上，有起火的风险，存在安全隐患。  日产（中国）投资有限公司将通过东风英菲尼迪汽车有限公司为召回范围内车辆检查CVT油管走向，若错误则免费更换新油管，以消除安全隐患。  （二）自即日起，召回生产日期在2019年10月31日至2020年3月5日期间的部分进口英菲尼迪Q70L车辆，共计33辆。   本次召回范围内部分车辆，在生产过程中由于面差等外观问题对车辆的前大灯总成进行了调整，但未对前大灯灯光参数进行校对，造成前大灯灯光参数可能不满足国家相关强制性标准的要求，存在安全隐患。  日产（中国）投资有限公司将通过东风英菲尼迪汽车有限公司，为召回范围内车辆免费校对前大灯灯光参数，以消除安全隐患。  日产（中国）投资有限公司	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202010/t20201030_94080.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	大灯,前大灯,前大灯总成,油管,总成	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
34	20201028	梁山鑫永成车业有限公司召回部分半挂车	中国	山东	半挂车	1	 梁山鑫永成车业有限公司按照《缺陷汽车产品召回管理条例》和《缺陷汽车产品召回管理条例实施办法》的要求，向国家市场监督管理总局备案了召回计划。决定自即日起，召回部分2017年8月12日-2020年3月31日生产的鑫永成牌半挂车，共计11台。  本次召回范围内车辆在生产过程中，由于装配人员失误，在车辆出厂前没有装配ABS刹车防抱死系统，不符合《GB/7258-2017》国家标准。未安装ABS刹车防抱死系统，车辆行驶过程中，1、可能会因刹车轮胎抱死，导致轮胎起火，刹车鼓过热导致车桥起火，如不立即处置，甚至会导致车厢起火，危及驾驶人的生命财产安全2、出现刹车失灵等情况，可能会在路上出现追尾，造成重大事故的发生，存在安全隐患。  梁山鑫永成车业有限公司将为召回范围内的车辆免费进行安装调试ABS刹车防抱死系统装置，以消除安全隐患。  本次召回活动是国家市场监督管理总局启动缺陷调查情况下开展的，受调查影响，梁山鑫永成车业有限公司决定采取召回措施，消除安全隐患。  梁山鑫永成车业有限公司	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202010/t20201028_94034.html	烧伤,烫伤	2	人身安全	物理危害	高/低温物质危害,电气危害	高温物质危害,触电危害	未知	未知	未知	未知	车轮,防抱死系统,驾驶,轮胎,刹车,刹车鼓	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
35	20201028	威马汽车制造温州有限公司召回部分威尔马斯特电动汽车	中国	浙江	威尔马斯特电动汽车	1	 威马汽车制造温州有限公司决定自2020年10月28日起，召回2020年6月8日至2020年9月23日生产的，装备了电芯型号为ZNP3914895A-75A的动力电池的部分2020款威尔马斯特电动汽车，共计1282辆。  本次召回范围内的车辆由于电芯供应商在生产过程中混入了杂质，导致动力电池产生异常析锂。极端情况下可能导致电芯短路，引发动力电池热失控并产生起火风险，存在安全隐患。威马汽车制造温州有限公司将通过授权经销商，为召回范围内的车辆免费更换其他供应商提供电芯的动力电池包，以消除安全隐患。  应急处置措施相关车主应立即停止运行隐患车辆，并联系当地威马授权经销商进行检修。  威马汽车制造温州有限公司将通过挂号信、智能交互系统、小威随行APP、短信、微信、电话等方式通知有关  	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202010/t20201028_94033.html	烧伤,电击伤	2	人身安全	物理危害	高/低温物质危害,电气危害	高温物质危害,触电危害	未知	未知	未知	未知	未知		未知	否	未知	未知	未知	未知	未知	未知	电池	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
36	20201028	丰田汽车（中国）投资有限公司召回部分进口雷克萨斯LM汽车	中国	不详	进口雷克萨斯LM汽车	1	 丰田汽车（中国）投资有限公司决定自2020年11月30日起，召回2020年2月10日至2020年7月13日期间生产的进口雷克萨斯LM300h汽车，共计1713辆。  本次召回范围内车辆的后组合灯线束由于防水处理不够完善，下雨或洗车时水分可能会进入线束连接器内部，引起接线端子短路。车辆在检测到线路异常后，ABS等警告灯会点亮，紧急制动时车轮可能抱死，极端情况下可能增加车辆碰撞的风险，存在安全隐患。  丰田汽车（中国）投资有限公司将为所有召回范围内车辆免费更换改善后的后组合灯分线束，以消除安全隐患。  丰田汽车（中国）投资有限公司将以挂号信等形式通知  	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202010/t20201028_94032.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	车轮	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
37	20201023	福特汽车（中国）有限公司召回部分进口林肯航海家汽车	中国	不详	进口林肯航海家汽车	1	 福特汽车（中国）有限公司决定从2020年10月23日起，召回2019年8月16日至2020年6月17日生产的部分2019-2020年款进口林肯航海家汽车，共计4台。  本次召回范围内的车辆，由于供应商装配线的防错设备软件逻辑问题，导致部分启停蓄能器端盖上的四颗螺栓中有两颗螺栓缺失或松动的情况未能识别。启停蓄能器端盖上的螺栓缺失或松动可能会导致变速箱油泄漏，从而可能发展至车辆传动功能丧失极端情况下，泄漏的变速箱油如果接触火源可能会增加起火的风险，存在安全隐患。  福特汽车（中国）有限公司将委托林肯授权经销商为召回范围内的车辆免费更换新的启停蓄能器，并检查变速箱油位，以消除安全隐患。  福特汽车（中国）有限公司	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202010/t20201023_93946.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	变速箱	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
38	20201023	长安福特汽车有限公司召回部分福克斯汽车	中国	河北	福克斯汽车	1	 长安福特汽车有限公司决定自2020年10月23日起，召回2018年10月18日至2019年12月23日期间生产的6辆福克斯汽车。  本次召回范围内的车辆，由于供应商装配线的防错设备软件逻辑问题，导致部分启停蓄能器端盖上的四颗螺栓中有两颗螺栓缺失或松动的情况未能识别。启停蓄能器端盖上的螺栓缺失或松动可能会导致变速箱油泄漏，从而可能发展至传动功能丧失极端情况下，泄漏的变速箱油如果接触火源可能会增加起火的风险，存在安全隐患。  长安福特汽车有限公司将为召回范围内的车辆免费更换新的启停蓄能器，并检查变速箱油位，以消除安全隐患。  长安福特汽车有限公司将通过全国的授权福特品牌经销商以挂号信、电话或短信的方式主动向用户发出通知。	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202010/t20201023_93945.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	变速箱	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
39	20201023	梅赛德斯-奔驰（中国）汽车销售有限公司、北京奔驰汽车有限公司召回部分进口和国产汽车	中国	北京	进口及国产汽车	1	梅赛德斯-奔驰（中国）汽车销售有限公司和北京奔驰汽车有限公司将自即日起，召回部分进口及国产汽车，具体信息如下  （一）召回生产日期在2019年10月21日至2019年12月19日期间的部分进口A级、B级车辆，共计355辆和生产日期在2019年8月17日至2020年4月21日期间的部分国产A级、GLB SUV车辆，共计1510辆。   本次召回范围内的车辆由于零件供应商生产原因，涡轮增压器机油供油管路上的压接操作可能没有正确执行，供油管无法满足密封性要求。造成部分装有4缸M282汽油发动机车辆的涡轮增压器机油供油管可能发生渗漏，如果机油漏到车辆底护板以及道路上，会增加其他道路使用者发生事故的风险此外，不能排除漏出的机油与发动机舱内的高温部件接触的可能，起火风险不能排除，存在安全隐患。  梅赛德斯-奔驰（中国）汽车销售有限公司、北京奔驰汽车有限公司将通过授权经销商，检查受影响车辆上涡轮增压器机油供油管的生产日期。如果是受影响的零件生产日期，则免费更换涡轮增压器机油供油管，以消除安全隐患。  （二）召回生产日期在2017年4月19日至2019年6月4日期间的进口C级、E级、S级、CLS级车辆，共计33辆和生产日期在2016年4月20日至2019年9月3日期间的国产C级、E级车辆，共计1272辆。   本次召回范围内的车辆由于软件原因，在售后维修更换组合仪表后，造成安全带警告功能不能满足要求。如果驾驶员或副驾驶座椅上的乘客没有系安全带，安全带警告功能将不会在组合仪表中显示闪烁的警告灯和伴随的警告音，而只是警告灯常亮，不满足国家标准中关于安全带提醒装置的要求。如果车上人员没有系好安全带，车辆发生碰撞时人员受伤的风险会增加，存在安全隐患。  梅赛德斯-奔驰（中国）汽车销售有限公司、北京奔驰汽车有限公司将通过授权经销商，为召回范围内的车辆免费升级组合仪表软件，以消除安全隐患。  梅赛德斯-奔驰授权服务中心	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202010/t20201023_93944.html	烧伤,烫伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	底护板,发动机,驾驶,涡轮增压,油管,增压器,组合仪表	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
40	20201014	中车时代电动汽车股份有限公司召回部分纯电动城市客车	中国	不详	纯电动城市客车	1	  中车时代电动汽车股份有限公司决定自即日起，召回2017年10月31日至2018年3月19日期间生产的装配沃特玛动力电池的TEG6106BEV、TEG6110EV05、TEG6110BEV01型纯电动城市客车，共计1137辆。  本次召回范围内车辆由于动力电池电芯早期失效、BMS参数预警值设置不合理，存在电芯漏液或短路风险，可能引发电池热失控，存在安全隐患。中车时代电动汽车股份有限公司将对召回范围内的车辆免费实施以下召回措施1、通过软件升级来提高动力电池绝缘电阻报警和保护的阈值2、对电池系统分容，对故障电芯予以更换。3、调整充电策略，将原双枪充电改为单枪充电、以降低充电过程电芯发热风险。  应急处置措施车主应停止运行隐患车辆，在召回开始后尽快前往生产者指定的售后服站点进行检修和整改。  本次召回活动是在国家市场监督管理总局启动缺陷调查情况下开展的。受调查影响，中车时代电动汽车股份有限公司决定采取召回措施，消除安全隐患。  中车时代电动汽车股份有限公司	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202010/t20201014_93635.html	电击伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	电池	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
41	20200904	一汽-大众汽车有限公司召回部分进口奥迪A8、S8汽车	中国	不详	进口奥迪A8、S8汽车	1	 一汽-大众汽车有限公司决定自2020年9月25日起，召回2012年6月15日至2017年10月5日生产的部分进口2013款，2015款，2016款，2017款奥迪A8、S8汽车，共计2,854台。  本次召回范围内的车辆发动机舱密封件的密封条可能由于高温而变形，在车辆运行过程中，发动机舱密封件可能变形或松动。当车辆运行过程中发生振动时，松动的发动机舱密封件可能与发动机舱内的高温部件接触，进而导致密封件及发动机舱内相邻部件温度过高，极端情况下可能会起火，存在安全隐患。一汽-大众汽车有限公司将委托奥迪授权经销商为召回范围内的车辆免费安装固定板，防止发动机舱密封件松动，以消除安全隐患。  一汽-大众汽车有限公司	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202009/t20200904_93157.html	烧伤,烫伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	发动机	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
42	20200904	湖南江南汽车制造有限公司召回部分云100汽车	中国	湖南	云100汽车	1	 湖南江南汽车制造有限公司决定自2020年9月4日起，召回2015年11月10日至2015年11月17日期间生产的部分云100汽车，共计270辆。  本次召回范围内部分车辆搭载的动力电池由于供应商制造原因，BMS低压线束采集端子未完全锁紧。可能导致采集端子松动，电压采集不准确，充电时出现过充情况，引起电芯失效。在车辆行驶、充电或者停放时，可能存在起火风险，存在安全隐患。湖南江南汽车制造限公司将为召回范围内的车辆免费更换动力电池，以消除安全隐患。  湖南江南汽车制造有限公司	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/202009/t20200904_93156.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	电池	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
