序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
11,不知情的情况下扣我298元,2021-09-29,https://tousu.sina.com.cn/complaint/view/17355187528/,投诉,文档手机版,退款,我在9.8日下载软件文档手机版，在使用期间并没有交款298元，在9.29日我查看手机才发现这个短信，我要求退款,已完成
12,在客户不知情的情况下恶意扣费！,2021-09-21,https://tousu.sina.com.cn/complaint/view/17355059343/,投诉,Cleaner手机管家,"退款,作出处罚",在客户不知情的情况下恶意扣费请平台严格把关，维护用户合法权益,待分配
13,word文档手机版,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351824/,投诉,word文档手机版,"退款,作出处罚,改善服务",app闪退 在打开pdf文件的时候闪退 我冲了会员 就是为了在这个app上打开pdf文件 结果冲完会员客服说不支持打开pdf文件 既然是app的错误 而且解决不了我的问题 我就打算在当天退款 结果客服一直重复一句话 也不解释为什么不能退款 一直不予退款,待分配
14,乱扣费手机优化大师,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355254909/,投诉,手机优化大师,退款,2021年10月2号下载手机优化大师乱收费,处理中
15,手机定位他迹诱导付费,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355295834/,投诉,手机定位他迹,"退款,下架产品",诱导付费，付费后要定位别人需另一个人注册并开通会员，没有客服 一打开客服窗口就是几百秒等待时间 等待后进入还是不予理会，也不回复 且定位一点都不准确，我在家里待着哪里都没有去，定位上我在跑来跑去的到另一个地方 如果这样我买这个定位会员的意义是什么，本身就是非常不准的 联系不到客服,待分配
16,优化大师,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355370542/,投诉,手机优化大师,"退款,赔偿,解释,道歉",为什么乱扣费，老子要投诉，我要求退款，好吧,处理中
17,UI2.0申请通过不给推送升级,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355417904/,投诉,realme手机,手机系统升级,手机realmex2pro，2.0内测申请早都通过了，但是没收到升级的推送，找客服只会说等后续会推送，但一次都没收到过，要求工程师发送升级包,处理中
18,真我GT大师版,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355375458/,投诉,realme手机,打开应用自动弹出插件,手机出现打开软件自动弹出快应用插件严重影响本人在使用手机过程中体验影响心情一直以来找不到原因，后面打电话给客服关闭此应用插件也没有用，手机系统真辣鸡。要求给我道歉并且保证以后不会弹出此类插件,已回复
19,强制消费,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355038940/,投诉,word文档手机版,"退款,改善服务",下载了word手机版app，免费试用三天必须点三天后购买298元/年的会员（有点误导消费者，以为点了只是试用3天）。点进去后，该款app使用效果不佳，准备卸载。想着一般APP扣年费都会提示另外再付费，就没再管。 今天一大早就收到信息被扣费298元，进去后却无客服的任何信息，设置里也不用设置个人的任何信息，有种被骗的感...,待分配
20,下载之前写着三天试用再收费 实则订阅了就收费 也没有大字体明说怎么回事,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354977145/,投诉,查找手机定位app,退款,三天试用订阅就收费 也没有具体说明 哄骗消费者,已完成
21,联想的摩托罗拉edge s pro按键松动，拼多多平台商家拒不退货！,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355160750/,投诉,Motorola手机服务,"退货退款,快速处理",联想的摩托罗拉edge s pro按键松动，联想只管卖手机，不管手机售后和维护消费者的基本利益。,处理中
22,系统升级完成后几乎立刻导致前置摄像头无法使用。,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355129704/,投诉,realme手机,恢复前摄正常使用,一开始是人脸识别显示摄像头被占用，微信拍照时也显示摄像头被占用，随后使用机器自带照相也无法使用前置摄像头。上网搜索，发现许多用户都出现类似情况。要求厂商提供解决方案，或免费维修。,已回复
23,word手机文档在毫不知情的状况下自动扣费,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355163634/,投诉,word手机文档,退款,因为无聊下载word手机文档，然后上面显示说送3天会员，之后莫名其妙的就扣了298，现在读大一正是花钱的时候，那是我国庆回家的车费，希望能够退回来,待分配
24,手机优化大师在不知情的情况扣费,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355267176/,投诉,手机优化大师,退款,手机优化大师莫名其妙扣费268元，在本人毫无验证码的情况直接扣费,处理中
25,手机优化大师擅自扣钱,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355296498/,投诉,手机优化大师,下架产品,手机优化大师在试用期满后，未经本人同意擅自扣费。,处理中
26,无辜扣款，欺诈，盗窃。居然能免密支付,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355323212/,投诉,手机优化大师,退款,7月我的手机显示手机内存已满请下载手机优化大师帮助清理，我就下载了当吋误点了免费试用的活动，三天后我的手机自动扣除了我268元，居然是在微信免密支付零钱没有钱，居然能从绑定的银行卡扣款而且是不用支付密码。我好气愤，手机优化大师这是完全的期骗、期诈行为，盗窃，希望能通过这个黑猫投诉平台来还我...,处理中
27,手机助手莫名扣费,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355097556/,投诉,Magic手机助手,"退款,赔偿,解释,作出处罚",手机里无缘无故多出来298的账单还是花呗扣的款，什么提示都没要，支付界面也没有，能扣钱而且这个app手机里都没下过,处理中
28,要求退款,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355295444/,投诉,手机定位他迹,"退款,改善服务",昨天在软件商城下载的+手机定位他迹+本来以为不要钱+就试试看能不能定位我老婆位置++结果要付费++然后我就想付吧++结果开通了++需要双方下载和同意才能使用这就不说了+更差的是+花了98开通永久会员+你至少可以联系到客服吧++连客服都找不到++这完全一点体验感都没有而且++所以我要求封闭账号退款++我也没有用过,待分配
29,手机定位他迹软件虚假宣传，对社会无用软件骗会员费,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355342899/,投诉,手机定位他迹,退款,10.1在手机定位他迹软件上78元开3个月会员，结果一点用没有,待分配
30,手机优化大师,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355205704/,投诉,手机优化大师,退款,我于二00一年九月二十七日无意间下载了手机优化大师软件，在我并没有点击购买服务的情况下，今天从我的帐户扣款268元，我现在强烈要求他们退款并永远关闭删除这个软件。,处理中
31,真我GT大师版,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355375458/,投诉,realme手机,打开应用自动弹出插件,手机出现打开软件自动弹出快应用插件严重影响本人在使用手机过程中体验影响心情一直以来找不到原因，后面打电话给客服关闭此应用插件也没有用，手机系统真辣鸡。要求给我道歉并且保证以后不会弹出此类插件,已回复
32,强制消费,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355038940/,投诉,word文档手机版,"退款,改善服务",下载了word手机版app，免费试用三天必须点三天后购买298元/年的会员（有点误导消费者，以为点了只是试用3天）。点进去后，该款app使用效果不佳，准备卸载。想着一般APP扣年费都会提示另外再付费，就没再管。 今天一大早就收到信息被扣费298元，进去后却无客服的任何信息，设置里也不用设置个人的任何信息，有种被骗的感...,待分配
33,手机助手莫名扣费,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355097556/,投诉,Magic手机助手,"退款,赔偿,解释,作出处罚",手机里无缘无故多出来298的账单还是花呗扣的款，什么提示都没要，支付界面也没有，能扣钱而且这个app手机里都没下过,处理中
34,手机优化大师在不知情的情况扣费,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355267176/,投诉,手机优化大师,退款,手机优化大师莫名其妙扣费268元，在本人毫无验证码的情况直接扣费,处理中
35,联想的摩托罗拉edge s pro按键松动，拼多多平台商家拒不退货！,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355160750/,投诉,Motorola手机服务,"退货退款,快速处理",联想的摩托罗拉edge s pro按键松动，联想只管卖手机，不管手机售后和维护消费者的基本利益。,处理中
36,系统升级完成后几乎立刻导致前置摄像头无法使用。,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355129704/,投诉,realme手机,恢复前摄正常使用,一开始是人脸识别显示摄像头被占用，微信拍照时也显示摄像头被占用，随后使用机器自带照相也无法使用前置摄像头。上网搜索，发现许多用户都出现类似情况。要求厂商提供解决方案，或免费维修。,已回复
37,word手机文档在毫不知情的状况下自动扣费,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355163634/,投诉,word手机文档,退款,因为无聊下载word手机文档，然后上面显示说送3天会员，之后莫名其妙的就扣了298，现在读大一正是花钱的时候，那是我国庆回家的车费，希望能够退回来,待分配
38,手机优化大师擅自扣钱,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355296498/,投诉,手机优化大师,下架产品,手机优化大师在试用期满后，未经本人同意擅自扣费。,处理中
39,手机优化大师,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355205704/,投诉,手机优化大师,退款,我于二00一年九月二十七日无意间下载了手机优化大师软件，在我并没有点击购买服务的情况下，今天从我的帐户扣款268元，我现在强烈要求他们退款并永远关闭删除这个软件。,处理中
40,无辜扣款，欺诈，盗窃。居然能免密支付,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355323212/,投诉,手机优化大师,退款,7月我的手机显示手机内存已满请下载手机优化大师帮助清理，我就下载了当吋误点了免费试用的活动，三天后我的手机自动扣除了我268元，居然是在微信免密支付零钱没有钱，居然能从绑定的银行卡扣款而且是不用支付密码。我好气愤，手机优化大师这是完全的期骗、期诈行为，盗窃，希望能通过这个黑猫投诉平台来还我...,处理中
41,要求退款,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355295444/,投诉,手机定位他迹,"退款,改善服务",昨天在软件商城下载的+手机定位他迹+本来以为不要钱+就试试看能不能定位我老婆位置++结果要付费++然后我就想付吧++结果开通了++需要双方下载和同意才能使用这就不说了+更差的是+花了98开通永久会员+你至少可以联系到客服吧++连客服都找不到++这完全一点体验感都没有而且++所以我要求封闭账号退款++我也没有用过,待分配
42,手机定位他迹软件虚假宣传，对社会无用软件骗会员费,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355342899/,投诉,手机定位他迹,退款,10.1在手机定位他迹软件上78元开3个月会员，结果一点用没有,待分配
43,未知情况下扣费三个月！申请下架app！,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355479390/,投诉,手机优化大师,"退款,赔偿,解释,作出处罚,下架产品",未知情况下扣除我298元联系不上应用方2021年6月28日扣款苹果应用商店两个月内未处理这笔款，过期后，苹果方不承担退费。,处理中
44,通过电视广告购买康佳手机要求退货不予处理,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355437959/,投诉,康佳手机,退货,家里老人通过电视购物广告，花598元购买了一部康佳智能老年机，快递包裹上没有发货方信息，验货时不让开机，货款由顺丰快递代收。开机后发现运行很慢，手机性能与价格不成正比，且拨打电话必须开流量，关闭流量后就无法拨打电话，怀疑商家捆绑销售，且没有明确告知消费者，对于未开通流量包的老年人存在消费陷阱。拨打客...,处理中
45,手机购买四个月漏液,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355257716/,投诉,realme手机,保修期内免费维修,手机没有摔，开始绿屏显示，后黑屏，寄去真我手机维修，检测是漏液，但在购买的时候合同是非人为原因保修，但售后说只要是内屏坏都不保修。,已回复
46,更新系统之后手机前置摄像头用不了了,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355307937/,投诉,realme手机,15天内解锁,九月份更新系统之后前置摄像头就用不了了，一直显示的是被占用，检查了一下摄像头没有损坏的迹象，在网上查阅说是更新系统的问题，希望官方给予一个答复,已回复
47,CAD手机版没有提示自动扣费,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355028846/,投诉,CAD手机版app,退款,设计图纸需要用CAD打开看，但图由于别的问题并没有在cad看图中打开。也忘了卸载此软件，几天后自动扣费298元,待分配
48,手机优化大师突出显示试用三天，试用结束后未经试用人确认自动扣费。,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355005949/,投诉,手机优化大师,退款,9月份在使用”桥友圈”时，手机弹出内存不足需下载手机优化大师，此现象以前从未出现，且无法关闭。点击下载后，手机优化大师突出显示试用三天，试用结束后未经试用人确认自动扣费。我内存256G，无需清理，手机优化大师涉嫌欺骗。,处理中
49,前置摄像头黑屏不能用,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355005533/,投诉,realme手机,前置摄像头黑屏,realme x手机正常使用，昨晚用的时候前置摄像头黑屏 不能使用，重启也不行，,已完成
50,乱扣费，强制消费,2021-09-17,https://tousu.sina.com.cn/complaint/view/17354992016/,投诉,Cleaner手机管家,退款,之前说免费使用三天，后面诱导使用者，虚假宣传强制消费,待分配
51,暴力催收,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355419058/,投诉,手机贷,"停止骚扰,道歉赔偿/解释,处罚",一直在骚扰家里人和爱人单位及爱人领导的电话。,处理中
52,手机优化大师软件欺诈乱收费,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355032251/,投诉,手机优化大师,"退款,道歉,下架产品",苹果手机APP Store自动安装强制性推送软件，涉嫌与商家勾结欺骗消费者希望平台能帮我讨个说法,处理中
53,昨天系统更新，导致前置摄像头无法使用,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354983486/,投诉,realme手机,15天内解锁,realmeX手机昨天我系统更新成ui2.0以后，导致我前置摄像头无法使用。没更新前一直能够好好使用,已完成
54,cleaner手机管家恶意扣费,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355457468/,投诉,cleaner手机管家,"退款,作出处罚,解释",cleaner手机管家恶意扣费，不予退款,待分配
55,Word文档实用性不强,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355471863/,投诉,Word文档手机版,退款,今天在文档向画个表格 另起一行时 就找不到回车键，想打印也没有相关按钮，实用性不强所以申请退款,待分配
56,真我手机网络卡顿,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355243488/,投诉,realme手机,退货,才买的真我GT大师版，用移动网络很卡，打游戏经常460。两张卡用哪张哪张就变2g 反复重启三次依旧这样。影响用户体验感。,已回复
57,在手机没有进行其他设置情况下，流量用卡莫名其妙成了其他卡，导致更多流量费,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355222921/,投诉,realme手机,赔偿10元流量费,用的一直是默认卡2的流量，今天突然卡1说流量超量10元，我从没给卡2流量设置限制，发现被卡1扣款后检查手机设置一切正常没变,已回复
58,面部识别解锁的时候，显示摄像头被占用。拍照时升降摄像头无法使用。,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355342747/,投诉,realme手机,麻烦联系我尽快解决,正常使用的情况下，突然发现面部识别解锁没办法显示摄像头被占用。然后相机拍照，前置摄像头也无法使用。摄像头升起来之后没办法拍照，屏幕是黑的。,已回复
59,升降摄像头达不到宣传标准,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355402866/,投诉,realme手机,免费维修手机,更新系统后，人脸解锁手机手机的时候提示摄像头被占用，进入拍照应用，无法切换至前置摄像头，在设置中的应用程序中清除所有相机数据后仍无法解决将手机重启后再打开相机尝试操作同样无法解决。在某度，搜索realme x 前置，全是关于前置摄像头无法使用词条。 希望官方给予统一处理方案，有些已经等待长达几个月，是软...,已回复
60,realme耳机出现断裂漏电问题不予保修,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355445716/,投诉,realme手机,维修耳机,关于正常使用11月仍在保修内的realme 真我Buds Wireless Pro 连接处破损断裂电线外漏导致漏电，可能存在安全隐患。10.13日寄修时检测中心提出该问题属于外观问题不予保修，专员反馈是正常现象，难道存在安全隐患，产品质量设计缺陷的问题，不在保修范围内仅以外观问题和不属于功能性问题为由作为不保修依据是不负责任...,处理中
61,真我手机不更新欺骗消费者,2021-08-30,https://tousu.sina.com.cn/complaint/view/17354695553/,投诉,realme手机,系统不更新,真我手机x50pro系统不更新，一拖再拖欺骗消费者,已完成
62,手机存在严重质量问题,2021-08-30,https://tousu.sina.com.cn/complaint/view/17354692317/,投诉,realme手机,"退款,赔偿,退货,换货",手机正常使用，突然出现故障屏幕失灵，尔后出现破裂，寄到售后，认定为人为，跟客服多次沟通，对方均拒绝，认为为人为，从他们表述可以看出对方，以牺牲消费者权益，来维护公司利益。不管是人为还是质量问题，一类化分为人为，划分为客户责任。,已完成
63,系统不维护欺骗消费者,2021-08-30,https://tousu.sina.com.cn/complaint/view/17354697783/,投诉,realme手机,3天内系统更新,系统不进行升级维护，说好的上周更新到今天还是没有更新包，,已完成
64,欺诈消费者系统不更新客服不处理,2021-08-31,https://tousu.sina.com.cn/complaint/view/17354703989/,投诉,realme手机,"道歉,作出处罚,补发赠品",软件断流闪退，充电限制，发热异常，客服不处理，拖更停更，一堆bug从去年持续到今年不修复，社区一直在反馈，更新也没有修复，现在已经两三个月没有更新了，社区也没人管，问客服手机怎么回事客服就说让寄修，新机一直更新新系统，去年旗舰机的x50pro就没人管了,已完成
65,系统长时间不更新,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354685626/,投诉,realme手机,3天之内推送新系统,系统出现诸多bug，官方不做出任何解决方法，上一次更新还是两个月前。,已完成
66,反馈bug也不修复也不更新,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354681158/,投诉,realme手机,2天内更新,realme X50PRO这手机系统bug很多，也去realme社区找客服反馈过了，大半年反馈过很多bug，就是不给修复，就比如系统自带输入法键盘手写功能输入显示不准确问题，反馈了四个月了，也抓包上传日志，至今没有修复，期间也多次进行反馈。 系统bug多，更新慢，反馈也不去做修复处理，体验太差了,已完成
67,realmeX50pro停止更新,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354680509/,投诉,realme手机,马上更新,已经两个月没更新系统了，这手机买来才一年 ，就停更了 ，只顾新机发布 不优化系统 ，一堆bug不修复 ，用户体验极差,已完成
68,手机麻麻提现快一年，不到账，联系客服一直推脱不解决,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355173094/,投诉,手机麻麻,"赔偿,道歉,作出处罚",手机麻麻提现快一年，不到账，联系客服一直推脱不解决，希望投诉平台给予解决,处理中
69,恶意扣款,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355146925/,投诉,文档手机版,退款,上个月用这个软件试用了一下，当时也没有说需要扣费，第二个月就被扣298，希望退回，,待分配
70,手机克隆软件,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355201750/,投诉,手机克隆,退款,在克隆信息时弹出会员购买 没详细看清手快误点 希望退款,处理中
71,不履行消费者退货协议 无售后,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354961734/,投诉,realme手机,退货退款,购买之前直播间说可以七天无理由退货 老人觉得信号差 申请退货退款 已激活电保卡为由 拒绝售后 并且电宝卡是在客户并不之情情况下强制激活 并不能以此为理由拒绝售后,已完成
72,我要退款,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354955929/,投诉,手机优化大师,退款,不知道客服咋联系 在网上查的有这个软件 所以下了这个希望有用,处理中
73,前几天偶然看见了这个软件就下载了 发现没什么用立马删除了 今天凌晨扣了我388元,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354956021/,投诉,cleaner手机管家,"退款,下架产品",前几天偶然在头条上看见了这个软件就下载了 发现没什么用立马删除了 今天凌晨扣了我388元,待分配
74,手机优化大师强制下载，强迫收费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354955791/,投诉,手机优化大师,退款,在我不知情的情况下多次跳出手机优化大师的广告，后来嫌烦就下载了，下载后没有进行任何操作就自动于2021年7月28号自动扣款268元，涉嫌欺诈和强制扣费行为，我现在要求他退款于我，否则我将去人民法院提起诉讼，坚决维护自身权益。,处理中
75,手机优化大师-相册优化管家，恶意收费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354952515/,投诉,手机优化大师,"退款,下架产品",下载后并没有特意去订阅，莫名其妙收到扣款通知,处理中
76,那天看到视频清理手机垃圾，下载完看了一下是相册管理，马上删除。没想到凌晨扣费,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355004259/,投诉,Cleaner手机管家,退款,好无语，这是诱骗，真的很生气，希望尽快处理退款,待分配
77,退款金额,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354948201/,投诉,手机照片恢复,退款,与标题不符合要收款 。。。。。。。。。,待分配
78,手机前置摄像头用不了前后颠倒,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354940140/,投诉,realme手机,15天内解锁,手机前后摄像头互相颠倒，前置摄像头用不了，变成后置摄像头颠倒过来的画面,已完成
79,恶意扣费,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354981505/,投诉,手机优化大师,退款,该app恶意扣费268，无法退款。请求退款,处理中
80,授权维修站检修损坏顾客屏幕后不负责，小病大修,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355090127/,投诉,realme手机,免费更换屏幕总成,我一部realmeX7 PRO手机因电池后盖破裂导致电池稍许有点鼓包去授权送修站更换了官方电池（129元）后发现拿回来之后指纹，充电异常，掉电迅速，送修更换电池前无这些故障，随后我寄修去官方售后，官方售后说我指纹异常，主板变形，环境光功能（光感）异常导致的充放电故障。拒绝保修，要自费维修，我方觉得不划算就打算放...,已回复
81,我没有订阅手机优化大师就自己订阅然后自动收费,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355097129/,投诉,手机优化大师,退款,他自己订阅然后自动收费了我一共加起来286人民币,处理中
82,优化大师乱扣费,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355155268/,投诉,手机优化大师,退款,优化大师乱扣款，扣了三笔，为什么会在苹果手机上自动扣费，要求退款，,处理中
83,Cleaner手机管家,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355156729/,投诉,Cleaner手机管家,给我退款388元,看抖音上说苹果手机再也不用担心用久了卡顿问题了，有个软件，叫，Cleaner手机管家不需要花钱，我下完了，看需要花钱，我当时就直接删了，然后它就自动进行扣款了，388元，因为当时就删了，我就没注意，也没想到它会自动扣费，都不用我支付密码就支付钱，这不是骗钱么我最近看账单记录才发现的，那个软件我都没用，,待分配
84,我就填个表 三天后给我扣了298 我是个学生 这一下我半个月生活费都没了 求求了,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355082229/,投诉,文档手机版,退款,我就填了个表 三天后给我扣了298 还是凌晨三点扣的 我只是个学生 也没什么钱 这一扣 我半月生活费都没了 求求了 退给我吧,待分配
85,电话短信骚扰通讯录,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355135558/,投诉,手机贷,"停止骚扰,道歉赔偿/解释,处罚",因网贷逾期，本人暂无稳定工作收入，网贷催收公司三天两头频繁给我和亲朋好友父母打电话发短信威胁恐吓，严重影响本人正常生活和人际关系及名誉,处理中
86,优化大师在我不知道的情况下乱扣费，请尽快处理,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355271362/,投诉,手机优化大师,"退款,作出处罚",优化大师在我不知道的情况下乱扣费，请尽快处理,处理中
87,Cleaner手机管家-手机备份空间管家未通知直接扣费,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355375193/,投诉,cleaner手机管家,退款,手机跳广告弹窗，不知道什么时候点到下载了昨天发现扣费388元，在此前未提前收到短信以及邮件扣费通知直接扣款了,待分配
88,文档手机版软件,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355336364/,投诉,文档手机版,退款,在我不知情的情况下，无缘无故扣费298元，要求退款,待分配
89,手机漏电严重。,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355123949/,投诉,realme手机,质量问题换新机,本人于2021年5月27在欢太商城购买型号为真我X7PRO至尊版8+128G，目前使用过程出现非正常现象的严重掉电。充满电，亮屏3分钟，已经掉电7%，手机发热严重，已经无法正常使用，请黑猫警长给予帮助，帮我协调此事，谢谢。,已回复
90,Word文档实用性不强,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355471863/,投诉,Word文档手机版,退款,今天在文档向画个表格 另起一行时 就找不到回车键，想打印也没有相关按钮，实用性不强所以申请退款,待分配
91,cleaner手机管家恶意扣费,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355457468/,投诉,cleaner手机管家,"退款,作出处罚,解释",cleaner手机管家恶意扣费，不予退款,待分配
92,realme耳机出现断裂漏电问题不予保修,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355445716/,投诉,realme手机,维修耳机,关于正常使用11月仍在保修内的realme 真我Buds Wireless Pro 连接处破损断裂电线外漏导致漏电，可能存在安全隐患。10.13日寄修时检测中心提出该问题属于外观问题不予保修，专员反馈是正常现象，难道存在安全隐患，产品质量设计缺陷的问题，不在保修范围内仅以外观问题和不属于功能性问题为由作为不保修依据是不负责任...,处理中
93,手机恢复聊天记录骗人,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355268942/,投诉,手机恢复大师,退款,手机恢复聊天记录，结果一条都没有恢复，客服说这是有概率的，二次收费，不退款,待分配
94,莫名其妙扣了微信268块钱，客服不接电话,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355305381/,投诉,手机优化大师,退款,莫名其妙扣了微信268块钱，客服不接电话,处理中
