序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
252,投诉未按照承诺时间发货,2021-03-26,https://tousu.sina.com.cn/complaint/view/17352703292/,投诉,抖音短视频,"道歉,作出处罚,发货",本人于三月六号在直播间购买史努比童装两件，卖家承诺最晚三月二十五发货，迄今为止一直没发货，找过客服说是月底前发完，要求整顿平台，对于不守信的商家需要做出处罚，严格保护消费者的权益,处理中
253,我在快手“德州市宁津县文昌路可可童装”购买的童装收到后跟主播描述不符，还有质量问,2021-03-19,https://tousu.sina.com.cn/complaint/view/17352621472/,投诉,快手小客服,"赔偿,作出处罚",我在快手“德州市宁津县文昌路可可童装”购买的童装收到后跟主播描述不符，还有质量问。商家还不承担运费,已完成
254,在伊闪童装店购买的衣服不给退运费险,2021-03-23,https://tousu.sina.com.cn/complaint/view/17352668277/,投诉,拼多多客户服务,退款,在伊闪童装店买了三件衣服，店家只给我发回来一件，而且质量很差，线头多，朋友说不喜欢让退了吧，（买的时候有运费险的显示14元）结果退货了，运费险就被取消了。现在拼多多客服也不说话了，店铺也让我找拼多多平台，请黑猫平台主持公道,处理中
255,Bien Timi童装旗舰店商品描述或质量抽检不合格赔偿处理通知,2021-03-24,https://tousu.sina.com.cn/complaint/view/17352685123/,投诉,拼多多客户服务,取消罚款,因贵店所销售的【女童春秋休闲运动裤儿童裤子加绒长裤宽松宝宝秋款小女孩纯棉卫裤】，商品ID【29179126***】存在商品描述或质量抽检不合格的情形，具体情况如下【1、经实测，随机抽取的消费者订单纤维成分含量不符合国家相关标准/拼多多平台合作协议及平台规则约定，判定为A。 2、综上所述，判定为A。】。 为保障消...,处理中
256,收到的货物不对,2021-03-22,https://tousu.sina.com.cn/complaint/view/17352657495/,投诉,圆通速递,赔偿解释,在天猫购买蛋白棒，但收到一件童装。我首先找商家投诉货物发错，提供照片后，商家发现快递面单与商家仓库的不一致，而是快递后来补打的，并且快递单上确实显示成都补打。快递不是商家原始发送的，但快递一直沉默不予处理。,已回复
257,买家收到巴可兔童装的衣服未提供任何质量问题凭证，平台介入直接退款成功,2021-03-25,https://tousu.sina.com.cn/complaint/view/17352687637/,投诉,拼多多客户服务,"赔偿,道歉,撤销处罚",买家收到衣服未提供任何质量问题凭证，未联系商家处理的情况下，平台帮买家申请了仅退款也未上传质量问题凭证照片，直接退款成功了，且没有申诉渠道，已经不止一次出现这样的问题了，拼多多平台这样处理是违规操作，,处理中
258,买家收到酷麦家童装的衣服未提供任何质量问题凭证，平台介入直接退款成功,2021-03-25,https://tousu.sina.com.cn/complaint/view/17352687252/,投诉,拼多多客户服务,"道歉,撤销处罚,赔偿退还货款",买家收到衣服未提供任何质量问题凭证，未联系商家处理的情况下，平台帮买家申请了仅退款也未上传质量问题凭证照片，直接退款成功了，且没有申诉渠道，商家联系平台出具凭证，平台只用抱歉对不起来敷衍了事，提供不了任何有效的质量问题凭证，已经不止一次出现这样的问题了，拼多多平台这样处理是违规操作,处理中
259,拼多多未购买东西，却有快递信息包裹,2021-03-19,https://tousu.sina.com.cn/complaint/view/17352622134/,投诉,拼多多客户服务,"赔偿,作出处罚,改善服务,解释",3月18日2044分的时候，收到拼多多商家卓逸车饰专营店发的信息过来，说我买的包裹已揽收，3月19日1038分的时候，收到拼多多商家可露思童装店发的信息，同上也是说我买的包裹已揽收。可我并没有买过这两个东西，问过朋友家人也没有买过。点进去看到快递信息，拼多多商家卓逸车饰专营店和可露思童装店的发货地和发货信息...,处理中
260,商家名称 迷童贝乐童装旗舰店 缺货 实际收到货和拍下数量不一致,2021-03-23,https://tousu.sina.com.cn/complaint/view/17352670638/,投诉,拼多多客户服务,退款,在这个拼多多店铺拍了六个裤子，只收到三条，一共六笔订单商家合并打单只发了一个快递包裹，收到后里面只有三条裤子，缺了100 110 140三条，投诉拼多多客服无果，商家一口咬定没有少发。但是打开包裹确实只有三条裤子，反反复复投诉好几次，因为是合并订单拼多多要分成不同客服分开处理定单，造成无结果，己经过了一个月...,处理中
261,天猫店铺俐淇子童装旗舰店所售衣服有严重质量问题穿十几天严重爆皮！,2021-03-23,https://tousu.sina.com.cn/complaint/view/17352667416/,投诉,天猫,"退款,赔偿,道歉,作出处罚,改善服务,下架产品,修改宣传内容",1.24日收到卖家发的衣服2.12日大年初一开始穿的大概初十左右因气温回升就没有再穿，一直到3月孩子开学降温又重新穿上，3.6号时发现袖口严重爆皮第一时间联系卖家但是没有回复之后联系了天猫客服开通售后维权并于商家通过退货后3月11号寄回该商品，物流显示12号商家签收但是到了3月19号商家第一次给我来电说影响二次...,处理中
262,快手平台:（玲玲精品童装尾货供应的小店）主播出言不逊，直接踢人，霸王条款,2021-03-22,https://tousu.sina.com.cn/complaint/view/17352662179/,投诉,快手小客服,作出处罚,我在快手平台直播购物中遇到了不愉快的购物体验，听主播介绍的商品感觉喜欢就拍了一件，结果听主播要求说要拍两件才可以发货，没办法我只能再选一件，抢拍成功下了单后，发现卡内现金不足，就赶忙充值，充值完回来发现商品链接给我强退了，然后就听主播在直播间骂我说我占库存，骂我滚出去，情急之下我就跟主播理论，告...,已完成
263,卖家缺货，天猫关闭了我投诉入口，阿里客服不帮我处理,2021-03-16,https://tousu.sina.com.cn/complaint/view/17352590055/,投诉,阿里客服,赔偿,在天猫店铺购买童装，卖家由于缺货72小时没发货，导致我退款，天猫规则缺货因向我赔偿30%的违约金，可是天猫客服关闭了我投诉入口也不处理,处理中
264,我11.26日在圆通佛山桂城公司充值的1000票莫名被抽单，不退款也不赔单,2021-03-19,https://tousu.sina.com.cn/complaint/view/17352624429/,投诉,圆通速递,赔偿解释,我是2020年11月26日在圆通佛山桂城站点业务员陈志洪充值1000票，2.8元一票计2800元，附转账记录。当天有充好1000单在我帐号为叶氏童装的淘宝店铺。但是没过多久年前快递单就发不出了，发现后台的票被莫名抽走了。2021年2月开工已联系10次都不回信息不退款不补票不处理，请求帮忙解决,已完成
265,产品质量问题，客服拒绝承认,2021-03-13,https://tousu.sina.com.cn/complaint/view/17352556061/,投诉,ZARA,"退款,道歉,改善服务,解释",购买的zara童装，严重掉漆，联系客服，否认质量问题，完全不负责任，对于zara这个品牌或者是天猫这种售后真是让人失望，必须维权,处理中
266,乖乖小屋童装店，客服不负责任,2021-03-13,https://tousu.sina.com.cn/complaint/view/17352559719/,投诉,拼多多客户服务,换货,"商家把选项""参考身高""当做""尺码""发货，导致衣服大小不合适，客服还一直推脱责任",处理中
267,悦川商贸童装店,2021-03-12,https://tousu.sina.com.cn/complaint/view/17352539485/,投诉,巨量引擎,"退款,赔偿,作出处罚,改善服务,解释",年前衣服我直接拒签，退款竟然没退回来，商家关闭退款，我这边也不能售后请尽快退款,已完成
268,天津好车多多公司误导我贷款四川新网银行在没有通知本人情况下放款给好车多多公司,2021-03-30,https://tousu.sina.com.cn/complaint/view/17352737713/,投诉,天津好车多多融资租赁有限公司,退款,本人张婷，2019年10月26号经朋友介绍在一个二手车车行购买了一辆（2008款宝马325i时尚款）全款65000，订金先交了3000，当时因为手头不宽裕，经车行老板（陈生）给我们介绍了一个办贷款的业务员，经过询问了解到该业务员称自己是好车多多平台的工作人员，于是在业务员的推荐下做了贷款，但是不知道放款单位是哪里，只知道...,待分配
269,元元家潮童折扣童装,2021-03-10,https://tousu.sina.com.cn/complaint/view/17352524324/,投诉,快手小客服,"退款,作出处罚,改善服务,解释",商家说她卖的正品斐乐裙子，到货后我问她说不是正品，我说那我退货退款她同意，我就给寄回了，寄回后添完单号后发现她给我拉黑了，她是不是不想给我退款了,已完成
270,发假货联系不上对方,2021-03-14,https://tousu.sina.com.cn/complaint/view/17352565102/,投诉,腾讯微信团队,"退款,作出处罚,换货",我是卖童装的，在阿里巴巴上找到名叫“深圳市宝安区壹梨家服装商行”的厂家，联系客服，客服让我➕对方的微信看货。加了对方后，通过微信进行了交易，钱直接转给对方了，对方也发了厂家的地址我。收到货后货不对版，和我要的完全不一样，随后联系对方，一直不回复，去到对方发的地址，厂里说没这个人，也不知道这批货，才知...,处理中
271,快手直播间卖货迟迟不发，虚假发货,2021-03-15,https://tousu.sina.com.cn/complaint/view/17352573289/,投诉,快手小客服,"赔偿,作出处罚",我在3月5日直播间购买的童装，主播说一周左右陆续发货，我就相信了，买完一直等待，显示已经发出，过了几天还没有物流更新，询问客服说丢了给补发，再问客服就让退货，预售商品你们本来就发货慢，还设置30天内发货就怕不发货被投诉，太恶心了，我重新拍再重新等待么，没有货就不要卖，丢了就是借口，不查不找就知道折腾...,已回复
272,商家卖的产品照片与实物不符合,2021-03-12,https://tousu.sina.com.cn/complaint/view/17352547524/,投诉,拼多多客户服务,退款,颜色与照片不符合，大小不一样，我买的是3xl的，却给我发个跟童装一下大小的衣服，人不穿的话，手机拍起来还是大的，可穿上去很小，我从没见过3xl还有这么小，那s码的话，小狗穿的吧，纯属欺骗顾客吧，我只要退款不退货，还请黑猫官方公正处理。,处理中
273,德尔惠童装童鞋旗舰店,2021-03-09,https://tousu.sina.com.cn/complaint/view/17352513021/,投诉,抖音短视频,"赔偿,作出处罚",在她家直播福袋中奖了，非说没有，不给我发鞋，骗人吗,处理中
274,蓝亦雪童装售卖的纪梵希散粉不是正品,2021-03-07,https://tousu.sina.com.cn/complaint/view/17352492131/,投诉,快手小客服,退款,蓝亦雪童装售卖的纪梵希散粉分装小样儿不是正品，售后不解决问题,已完成
275,拼多多店铺“小小果童装服饰”拍下多日不发货 每次询问都搪塞甚至欺骗消费者,2021-03-13,https://tousu.sina.com.cn/complaint/view/17352560332/,投诉,拼多多客户服务,作出处罚,我在拼多多店铺“小小国童服饰”拍下衣服 多天不发货，咨询客服 客服态度敷衍 甚至欺骗消费者发货日期 耽误消费者使用。,处理中
276,投诉拼多多商家,2021-03-09,https://tousu.sina.com.cn/complaint/view/17352505031/,投诉,拼多多客户服务,"退款,赔偿,作出处罚,改善服务,发货,下架产品",拼多多一家卖童装的 客服名叫-波波兔。儿童女制服裙 套装-38.7元。3月2号下单，至今3月9号还没收到货，中间几次找卖家客服 希望能给予处理，客服态度很差，语气不好，没有处理。我查看了物流情况，结果卖家在没有联系买家的情况下私自偷偷摸摸撤回件，偷偷摸摸把我的件退回。我并不知道怎么回事，没有说要退件，希望卖家...,处理中
277,闲鱼客服介入，卖家必输,2021-03-24,https://tousu.sina.com.cn/complaint/view/17352676092/,投诉,闲鱼官方客服,"赔偿,道歉,作出处罚,解释",1.本人在闲鱼出售一家burberry的衣服，买家收货后说小了要求退货《闲鱼公约》明确规定闲置物品因个人原因是不支持七天无理由退款于是我拒绝了买家申请，接着买家发起退货退款申请，第一次由闲鱼小法庭审判，小法庭是由17位法官组成的，只要我得到9票就可以胜利了，投票进行中，12位小法官已经有8位给我投票，买家...,处理中
278,购买2件风衣 发过来是童装 多次沟通商家拒绝退货,2021-03-10,https://tousu.sina.com.cn/complaint/view/17352519896/,投诉,别样折扣小打手,退款,在别样app 购入两件风衣 所选尺码均为成人尺码 购买链接并无任何中文标示 多次沟通 商家拒绝退货,已回复
279,欺骗发货时间，并有质量问题,2021-03-14,https://tousu.sina.com.cn/complaint/view/17352566605/,投诉,阿里客服,"退款,赔偿,作出处罚",本人于2月24日在淘宝店铺锐诚装饰集团下单4个高柜及1个品鉴台，共计7600元，有4条投诉希望处理 1.未按协商时间发货2月22日下单时店家承诺3月1日到货。2月28日咨询是否发货，店家告知当日包装完成第2天发货3月3日再次询问，店家告知当天已发走，而咨询物流表示实际发货时间为4号，货品一直拖到10号才到该店家多次欺...,处理中
280,阿迪达斯官网adidas 新年款大童装训练运动针织夹克GP0537 GP0538,2021-03-08,https://tousu.sina.com.cn/complaint/view/17352493889/,投诉,阿迪达斯集团中国区,退款,在2月25号购买一件外套549，3月4号确认收货，3月5号看链接价格接近原价一半，联系客服退差价不给退，一开始说保价15天拍下同款给退，实际页面缺货无法拍，价格已对应标注295，客户最后说什么保险公司退才给退，一直无法的到处理，此链接里面看评价其他人也有遇到这样的问题，近期差价明显也不退。,已完成
281,棉韵童装专营店 丢件 一直未收到货 申请退款少退5元,2021-03-05,https://tousu.sina.com.cn/complaint/view/17352461331/,投诉,拼多多客户服务,退款,由于丢件 买家我一直没收到货 由于已是售完商品 无法补发 申请退款 但拼多多平台私自少退我5元。,处理中
282,苏宁易购迷你巴拉巴拉旗舰店拒不发货,2021-03-04,https://tousu.sina.com.cn/complaint/view/17352454138/,投诉,苏宁客服中心,发货,本人于2021年2月27日16时在苏宁易购平台迷你巴拉巴拉旗舰店购买童装两件，第一次沟通是商家表示48小时内发货，第二次客服沟通时商家表示价格设置错误拒不发货，在进行平台申诉后，苏宁易购平台包庇商家，并未与我本人沟通进行了500云钻（价值5元人民币）的赔付结束了我的申诉。现投诉平台及商家，违反消费者权益，拒不履...,已完成
283,天猫客服不作为 平台所以拒绝客户退款,2021-03-04,https://tousu.sina.com.cn/complaint/view/17352453871/,投诉,天猫超市,"退款,赔偿,道歉,改善服务",天猫超市购买童装一件，2/12退回，快递上门取件，正常寄回，2/14签收。期间，在没有任何方式沟通的时候前提下，商家单方面拒绝退款2次，找天猫客服沟通，皆以仓库未入库为由，要求找物流提供交接单。本人在联系了快递员，联系商家之后，被告知已收到货，并且没有收到过任何相关反馈。请问天猫超市作为平台，做了些什么...,处理中
284,卖家发错货，答应好的退运费，但是我垫付了15元，他只给我退10元。,2021-02-27,https://tousu.sina.com.cn/complaint/view/17352403641/,投诉,抖音短视频,退款,收到货后，拍的130码，实际发的110码，打算退了，卖家说他负责退回的运费，昨天我退回了，今天去找他要，他说只负责10块钱。还说河北省没有那么高的运费，说我瞎要。抖音商家的店铺名字是星际小熊精品童装的橱窗。,处理中
285,在别样app购物 客服不处理退款,2021-02-25,https://tousu.sina.com.cn/complaint/view/17352384558/,投诉,别样折扣小打手,"退款,退货",别样app 买了2件L码 北面冲锋衣 发过来是童装 客服拒绝退货退款 购物链接并无任何中文标识,已完成
286,童装羽绒服钻绒严重,2021-02-26,https://tousu.sina.com.cn/complaint/view/17352388291/,投诉,阿里客服,退货,最后一张图是没拆前状态，因为穿上以后漏绒钻绒太严重，没办法，我把黑色那个拆了，里面羽绒严重外泄，有的地方都没有扎上，卖家以7天无理由退货为由，不给退货，我想和淘宝网说一句，现在7天无理由已经成为卖家的保护伞，消费者权益无法保障。请为我解决，我要求退货。,处理中
287,"淘宝随便说卖家售假,理由是通过信息层面判断卖家售假",2021-02-27,https://tousu.sina.com.cn/complaint/view/17352398947/,投诉,阿里客服,"解释,恢复账号,撤销处罚,恢复被删除店铺",本人店铺是注册了十一年的老店，一直主营童装。由于经常收到图片侵权等违规通知，遂决定下架全店商品，重新学习平台规则。今年开始，一共只上架了几款产品。然后突然接到违规通知，说通过信息层面判断全店售假，莫名其妙扣了24分其中一个链接说是系统排查认定存在售假嫌疑，让提供材料申诉。此链接商品是一款洗漱包，...,处理中
288,淘宝外贸潮流童装商铺与实际宣传不符拼多多发货淘宝购买的商品态度极差,2021-02-27,https://tousu.sina.com.cn/complaint/view/17352400307/,投诉,阿里客服,"退款,赔偿,道歉,作出处罚",这个商家没在淘宝平台上公布物流信息转手去了拼多多给我发货，在等了两天没有物流信息更新之后我今天去找他他反手给了我一张拼多多的买家物流信息的截图注意是买家应该也是为了给他拼多多的商铺刷单的一种情况。我由此质问他他还说他有两家店随他喜欢发货我问他他的拼多多店铺是什么他说这和我有什么关系还说我是在...,处理中
289,未发货，不给退款,2021-02-22,https://tousu.sina.com.cn/complaint/view/17352344786/,投诉,别样折扣小打手,退款,下单完成后，发现尺码不对，男码与童装尺码一样，存在误导消费者行为。 发现尺码不对立即取消订单，结果根本不能取消订单商家未履行消费者权益保护法规定，强买强卖，误导消费者,已回复
290,快手平台恶意删作品,2021-02-28,https://tousu.sina.com.cn/complaint/view/17352411933/,投诉,快手小客服,"道歉,改善服务,撤销处罚",今天下午看快手的时候收到一个平台私信说我作品违规了 于是我打开作品看到了 我的作品被平台私密了 我就查到了它们平台的电话 然后我就打通了 是个女的接的电话说她要查询一下 要我等 于是我等了四五分钟 她就跟我说我是未成年 说我拍照的角度不对 这样就是违规说我穿衣太过于成人化 说我作品里的第二张照片是拍腿的 ...,已完成
291,京东商城第三方卖家售假欺诈消费者,2021-02-25,https://tousu.sina.com.cn/complaint/view/17352380014/,投诉,京东客服,"退款,赔偿,退货,下架产品",请黑猫君仔细审核，我这不是重复提交， 2021年1月29日在京东商城涵皓母婴用品专营店购买迪士尼Disney品牌童装羽绒服2件，2021年1月31日京东订单信息显示湖州异地本人签收，联系卖家客服，客服给了一个顺丰快递单号，解释是快递单号搞错了，等到2021年2月5号收到快递，拆开只有一件羽绒服，根据快递信息，联系发货人及店...,已完成
292,淘宝店铺：波拉小站韩国童装，销售严重质量问题儿童衣物,2021-02-19,https://tousu.sina.com.cn/complaint/view/17352315459/,投诉,阿里客服,"退款,作出处罚,退货,下架产品",投诉对象 1、淘宝店铺波拉小站韩国童装 2、淘宝店小二客户 问题描述 1、双十一购买的羽绒服，只拍照穿了半天，洗完后里衬严重掉色，外面2、的白色都染成蓝色，且字母都掉了，联系客户已读不回复，后多次联系淘宝店小二，回复已过15天平台无权处理。 这件衣服多个差评和追评，都是相同质量问题 投诉理由 1、淘宝...,处理中
293,退货以后不退款，店铺名米小范童装,2021-02-17,https://tousu.sina.com.cn/complaint/view/17352292296/,投诉,抖音短视频,"退款,解释,道歉",买了衣服，因为过年代收点放假，联系商家退款，并且货物拒收退回 现在货物已经退回 商家不处理退款还驳回怎么办,处理中
294,京东粒智童装旗舰店虚假销售,2021-02-16,https://tousu.sina.com.cn/complaint/view/17352285012/,投诉,京东客服,"退款,道歉",买了两件衣服没收到货显示定单完成了，找客服退款原来一直推，后来就沒反应了。,已回复
295,唯品会延迟发货，不履行承诺，影响我的信誉,2021-02-14,https://tousu.sina.com.cn/complaint/view/17352270662/,投诉,唯品会客户服务,"赔偿,改善服务,发货",2月10号在唯品会下单两套童装，价值166元，付款后显示预计12号送达，我15号约见朋友，童装是送给朋友孩子的礼物，提前把衣服图片给孩子看了，孩子非常满意现在孩子满心欢喜地等着礼物，唯品会竟然还没有发货，期间多次联系客服，得到的都是自动回复，今天终于联系到客服，回复衣服可能明天发出，明天就要用到了，我只...,已完成
296,商家漏发货，京东处理纠纷耗时间，不考虑客户高危身份（孕妇）,2021-02-16,https://tousu.sina.com.cn/complaint/view/17352284511/,投诉,京东客服,"赔偿,道歉,作出处罚,补发漏寄衣服",2月3日在京东的茵曼童装购买衣服，2月6日签收，因相信卖家，未检查衣服够不够，后2月10日发现衣服少一件，正好是孩子挑选的裙子，就立刻联系商家补寄，商家表示无货，让我退款，但衣服229，只能退我127，因为我当时为了凑够活动金额，买了6件衣服，现在让我127也买不了裙子，加上马上春节，我一孕妇，也不方便去商场买，...,已回复
297,投诉快手小店—童装洋气款女童中大童小店,2021-02-04,https://tousu.sina.com.cn/complaint/view/17352179075/,投诉,快手小客服,"退款,作出处罚",在她们小店买了两单衣服，都有运费，当时说收到衣服退一个运费。可是，一个多月了都没有收到衣服就申请退款了。商家说1月31号没有收到衣服就给全额退款，运费也退，但现在我也没有收到衣服。现在商家说退款不给退运费，两个运费都没退。,已完成
298,柒柒童装羽绒服工厂店的橱窗,2021-02-05,https://tousu.sina.com.cn/complaint/view/17352193585/,投诉,抖音短视频,发货,商家用低价引流，然后抬高价再卖，我抢了一件低价，然后一直不发货，还打电话让退货，希望尽快处理。投诉抖音客服，抖音客服一直找各种理由不给处理，让我等电话，等了一个星期什么反正也没有,处理中
299,抖音平台购买的东西不发货，就让客户申请退款,2021-02-04,https://tousu.sina.com.cn/complaint/view/17352181087/,投诉,巨量引擎,"退款,赔偿,解释,作出处罚,道歉,改善服务,修改宣传内容",4756457602063650*** 通过抖音平台抢购到的几套童装，抖音平台说商家违规，不发货，要求退款处理，联系工号为12545的平台客服也不处理，要求发货，或者赔偿,已回复
300,郑州首创奥特莱斯巴拉巴拉童装打折后商品收费霸王条例,2021-02-08,https://tousu.sina.com.cn/complaint/view/17352219524/,投诉,巴拉巴拉官方微博,"道歉,作出处罚",购买活动商品3件5折，在店内购买两件169元的一件359的5折之后应收金额348.5元，实收350元 问过收银员后说是系统就是这样，四舍五入制的这就是霸王条款，就是一分不差的收取也没有任何意议，但是为什么他们会出现四舍五入的算法，完全是欺诈消费者,处理中
301,恶意不发货，补偿也不到位，客服还挂断电话,2021-02-09,https://tousu.sina.com.cn/complaint/view/17352231391/,投诉,贝仓官方,"退款,赔偿,道歉,发货",1月13日拍下优蜜屋4件童装，因为疫情没发货一直未催单，2月份发现发出了一件，随后询问商家其他三件为何不发货，商家回复疫情不发货，都发出一件了还说疫情不发货，然后客服就解释说无货，可是1月初，2月底商家优蜜屋我买的同款都上架做活动了，我们下单的不给预留发货，倒是上架卖给别人。昨天客服提供方案，三个订单的...,已完成
302,投诉拼多多客服乱扣费,2021-02-02,https://tousu.sina.com.cn/complaint/view/17352155227/,投诉,拼多多客户服务,退款,由于我不曾参加拼单返现活动，为什么我申请退款的时候拼多多不给我退全款，还要每单扣除我5元钱，210***-168631337643***这是苒苒公主店的订单编号 210***-241544070263***这是mimi童装店的订单编号，要求拼多多向我退还扣除我的10元钱,处理中
303,简提娜童装无缘由拒赔运费险,2021-02-02,https://tousu.sina.com.cn/complaint/view/17352147865/,投诉,拼多多客户服务,赔偿,因在简提娜童装店买了一条儿童裤子，到货后试一下裤子码数码偏小，商品标的有退货有运费险，也问了下店家也说有，就申请了退货退款，根据提示运单号也填上了，运费钱也是自己先垫付的，退款成功后运费险无缘无故的显示拒赔，取消原因1快递单号未上传2未垫付退货费用3填写物流单号不存在。这三条我都没有违背。问商家说...,处理中
304,拼多多客户恶意退货退款发空包拼多多审核误判,2021-02-03,https://tousu.sina.com.cn/complaint/view/17352163073/,投诉,拼多多客户服务,退款,小店卖童装一客户买了后退货填上的单号收件人收货地址并不是小店给的，小店给的地址广州白云区而退货显示在广州番禺区签收。小店并未收到货且快递已经签收，拼多多平台接入直接给客户退款。造成小店损失拼多多人员不认真审核严重影响了小商家利益。 希望拼多多平台能重视这个方面共同保护消费者和商家的利益,处理中
305,亿点智堂 货源虚假欺骗消费者,2021-02-01,https://tousu.sina.com.cn/complaint/view/17352129756/,投诉,点智堂科技,"退款,道歉,改善服务",抖音上面看的的推广，无货源入驻拼多多平台。微信加了他们之后，说的是一手厂家货源数量高达几万种品类，而且所有货源都支持一件代发，结果交费之后转接给一个教学老师，上货的时候居然给我一个搜款网的APP，里面都是一些女装还有睡衣之类的，我之前说了我想做的是童装，童装没有几个货源，有的里面还不支持代发，结果他...,已完成
306,阿里巴巴1688卡芭拉蒂退货退款，收到货品，拒绝退款,2021-02-04,https://tousu.sina.com.cn/complaint/view/17352174724/,投诉,阿里客服,退款,我在阿里巴巴上买了一件童装，由于衣服太薄，我选择退货退款，多次联系卡芭拉蒂客服都不回复我，最后同意退货退款申请，在我寄出衣服并且他们收到货，我以为会像淘宝一样商家收到货就会退款给我，我就没留意，过了半个月我想起来商家没有给我退款，我联系商家客服，客服居然说超过一个月不给处理，我在阿里巴巴上投诉，...,处理中
307,京东商城第三方卖家索瑕母婴专营店售假欺诈消费者,2021-02-05,https://tousu.sina.com.cn/complaint/view/17352191888/,投诉,京东客服,"退款,赔偿,道歉,作出处罚,退货,下架产品,开发票",2021年1月29日在京东商城索瑕母婴专营店 购买迪士尼Disney 童装羽绒服3件，总实付款2299.44元。 2021年2月3号收到商品。1件白色羽绒商标是 ZH.H 吊牌是Disney，吊牌上无合格、、成分、产地等标识. 1件米白色羽绒商标是 Detective Kids 吊牌是Disney，吊牌上无合格、、成分、产地等标识. 1件银色羽绒商标是 NIOE...,已完成
308,淘宝 甜猫家童装店 衣服有问题竟然不承担责任！,2021-01-31,https://tousu.sina.com.cn/complaint/view/17352126874/,投诉,阿里客服,"赔偿,道歉",发货慢就算了，背带裤竟然没扣子，客服说可以补发，然而并没有什么卵用，这么长时间都不发，客服一直顾左右而言他,处理中
309,拼多多泄露客户信息投诉后没任何回复,2021-01-30,https://tousu.sina.com.cn/complaint/view/17352113019/,投诉,拼多多客户服务,"道歉,作出处罚",本人在2020年11月份，于拼多多平台购买睡衣产品。拼多多-七特绒童装，客服将我的账户信息（ID、头像、订单数、聊天记录、订单详情）通过截图形势泄漏给陌生人。对我造成巨大损失，行为极其恶劣。目前一直没做任何处理回复,处理中
310,付费后因对方信誉问题想退学不退学费,2021-02-06,https://tousu.sina.com.cn/complaint/view/17352194692/,投诉,湖南麓枫教育科技有限公司,退款,你好，2021年2月5日晚上，我在麓枫教育某老师发的链接里，观看麓枫教育起飞校长的直播课，他自称是拼多多的官方指定导师，提供一对一手把手教学，不懂可以随时问老师，还说他们一年只带6个学生，多了他们带不了。 “我们是国家资助的项目，原价3980元，现在只要2780元，学完这一个月就可实现每月净收入2万元。”面对直播间...,已完成
311,商家私自修改收货地址,2021-01-28,https://tousu.sina.com.cn/complaint/view/17352093318/,投诉,阿里客服,发货,"在淘宝店铺“萌小韩童装”下单两次商品，第一次下单时间2021.1。26, 170524，地址填错了，联系商家修改收货地址。 第二次下单时间，2021.1.26, 173426,下单时地址填写正确，并未联系商家修改收货地址。 商家私自修改第二单收件地址，2021.1.28号发现地址被商家修改，商家拒不承认私自修改。",处理中
312,戴维贝拉旗舰店客服处理问题态度恶劣,2021-01-29,https://tousu.sina.com.cn/complaint/view/17352104718/,投诉,davebella戴维贝拉,"道歉,更换","本人在2020年1月28日晚上20.05分买了一套童装，由于1月29日下午看到他们商家满300减30的活动，我已经消费268元，我就跟客服商量我买满300元的消费，客服就不同意，说我已经下单了，我虽然已经下单没有收到货品，为什么不可以退款重下，一天时间都不到。客服的意思让我收到货物给他寄回去重新下单,快递费自理12元，然后再...",已完成
313,［柒月童装i］淘宝店铺逾期不发货,2021-01-26,https://tousu.sina.com.cn/complaint/view/17352071054/,投诉,阿里客服,"赔偿,作出处罚,发货",［柒月童装i］淘宝店铺逾期不发货。本人于1月23日中午12点下单了他们家一件童装付了款，到现在三四天过去了，早已经超过48小时发货时间卖家还是不发货，过程中每次询问客服都是已读不回复，万般无奈只能说要走投诉，才终于第一次收到客服回复，和我说什么快递停运发不了货之类，逾期不发货就是违约，如果确实无法发货又...,处理中
314,（不童样童装旗舰店）卖的宝宝衣服穿得过敏。商家不给处理。不给退货，,2021-01-25,https://tousu.sina.com.cn/complaint/view/17352057306/,投诉,拼多多客户服务,"退款,赔偿,道歉,作出处罚,撤销处罚",宝宝穿了店家的衣服过敏。商家不给退货。不给处理。,处理中
315,楠楠小铺童装,2021-01-22,https://tousu.sina.com.cn/complaint/view/17352023379/,投诉,拼多多客户服务,按之前的价格补发再罚,根据客服的提示买大了一码，结果不能穿，然后就申请了换货，他们也同意了，但价格上涨后不给换货，直接给我退款了，后面发信息也不理不睬,处理中
316,天猫平台包庇天猫卖家MLB童装旗舰店，不给买家退款,2021-01-26,https://tousu.sina.com.cn/complaint/view/17352067358/,投诉,天猫,退款,我于2021年1.16在天猫MLB童装旗舰店买了一件羽绒服，1799元，卖家发的130的尺码给我（实际我拍的145），收到货发现不对就退回，卖家却说我发的不是他们的货，说明他们发给我的就不是他们的，卖家说的发给我的是扫码的，我退回去的他们不能扫码入库，充分说明是被他们调包了，而且我买成1799，不到一星期就1259了，要求卖...,处理中
