序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
11,康婴园牌儿童口罩生产标准不符合国家标准,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354921092/,投诉,阿里客服,"退款,赔偿,作出处罚,下架产品,修改宣传内容",给弟弟（6岁）在网上买的口罩，发现里面有的口罩是脏的，然后就感觉不对劲，后来又查了查，他们家店里销售的口罩的生产标准是gb/t32610不适用于儿童口罩，而他们售卖的是儿童口罩，当时没太在意，后来弟弟带上去和普通口罩带上去的感觉不一样，有头晕现象，然后就来请求贵平台能够替我们讨回公道，谢谢。国家规定GB/T326...,处理中
12,振德旗舰店 发破口罩给客户,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355264488/,投诉,振德医疗用品股份有限公司,"退款,赔偿,道歉,作出处罚",如图所示 振德旗舰店发过来的口罩是破损的 而且有包外包装是灰色的 我有理由怀疑这一批口罩是否安全,待分配
13,万达影城检票员买卖不符合标准的一次性口罩从中谋利！！,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355282230/,投诉,常州市武进万达影城,"赔偿,道歉,作出处罚,影城违法售卖口罩！查",万达影城入口检票员和门口卖棒米花的非法出售不合格垃圾口罩，卖给消费者2元每个，质量太差了，有关部门尽快查实还给消费者一个公道门口也没有明确不带口罩不可以入内可检票口小姑娘明确不带口罩不让进，哪怕买了口罩不带，拿在手上都让进去有关部门这属于什么行为,待分配
14,拼多多上的商家售卖国旗口罩,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355232132/,投诉,拼多多客户服务,"赔偿,作出处罚,下架产品",20201年9月28日在拼多多购买口罩，2021年10月2日发现是带有国旗的口罩，违法了国旗法，要求商家赔偿,处理中
15,商家卖假货申请退1赔3未满500按500赔偿,2021-09-21,https://tousu.sina.com.cn/complaint/view/17355061319/,投诉,拼多多客户服务,"退款,赔偿",9.18日在拼多多买了口罩 标题说儿童口罩 到货发现执行标准是GB/t32610-2016这个执行标准已经不符合儿童口罩的执行标准 商家卖假货 我要求按消费者保护法第55条 退1赔三未满500元按500元处理,处理中
16,该影城强制要求观影人员购买此影城销售口罩。,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355264869/,投诉,博纳影业集团,"退款,作出处罚,改善服务,退货,下架产品",该影城强制要求观众购买影城售价为9.8的10个口罩。但是并不要求观众佩戴口罩观影。观众携带食物进场也不出面阻止。该影城的一系列操作就是为了售卖高价口罩。请有关部门前往调查。,处理中
17,滴滴乱判责任,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355303619/,投诉,滴滴出行客服,解释道歉,2021年10月5号接了个从家和生活馆生活超市到东莞市的定单，乘客未带口罩，我拒绝上车，乘客身上也未有口罩，为了我人生安全，我肯定不能接，我家有小孩，有老婆，现在特殊时期，拒载一切未有绿码和未带口罩的乘客,已回复
18,疫情期间滴滴平台乘客佩戴口罩出示健康码 平台不作为,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354889432/,投诉,滴滴出行,恢复账号,9月6日1002分接到 车城超市到火车站 订单 乘客上车未佩戴口罩我提现乘客佩戴口罩 乘客说没有口罩 让我带他去另一个地方拿口罩去了那没有又说再去另外地方拿口罩到了 我就说大概要多久时间久可能等不了您，乘客下车就开始辱骂我还扬言说要打我，后面我说你打我试试 之后平台就判我有责任扣我服务分， 难道政府要...,已完成
19,销售伪劣产品,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355165058/,投诉,天猫,假一赔三,该店家销售伪劣口罩，涉及重要防疫产品，应该按照法律对其进行处罚。图1图2证明其在天猫官网上的注册证编号和所发口罩的编号不一致。图3证明他发的口罩里没有鼻夹。为劣质产品。,处理中
20,买到不符合标准的假口罩,2021-08-31,https://tousu.sina.com.cn/complaint/view/17354716794/,投诉,抖音短视频,"退款,赔偿,解释,作出处罚,道歉,改善服务",为孩子买的口罩到货后，发现口罩，不符合国家儿童口罩的执行标准要求退一赔三。,已完成
21,阿里健康大药房买的口罩长虫,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351537/,投诉,阿里健康,"退款,赔偿,道歉,作出处罚",2020年9月26日在阿里健康大药房买了200个儿童外科无菌口罩，单号为1269349453422839***，今天打开一包新的，看到口罩里面有虫，超级大的，又黑，碰一下是会动的，看到头皮发麻，找商家处理的时候，他们以订单超时为由不予受理，口罩是买给2岁小朋友戴的，自从用了那个口罩之后小孩子的嘴四周都长了颗粒的东西，非常痒的...,处理中
22,买的儿童口罩不符合国家标准客服处理不到位,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354866481/,投诉,抖音短视频,赔偿,在抖音买的口罩 我本来有一个优惠卷 不知道为什么自己使用了 然后金额本来是6块的 买到的儿童口罩标准GB/T 38880-2020这个标准不符合儿童口罩的标准 GB/T32610-2016这个口罩标准是不适用于与儿童的，该标准有明文规定 要求退1赔3 不满500按500元处理,已完成
23,同程旅游少发货，客服入口一直繁忙,2021-08-30,https://tousu.sina.com.cn/complaint/view/17354700229/,投诉,同程旅行官方微博,补发,8月22号下单3份口罩，同程旅游只发1份口罩,已完成
24,奥运口罩,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354866773/,投诉,阿里客服,赔偿,奥运官方已经说了外面没有卖，他说是正品。。。。,处理中
25,该厂家生产不符合质量标准的产品并出售,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355417917/,投诉,阿里客服,"退款,赔偿",本人于2021年3月6日在淘宝购买一盒口罩，在使用过程中发现口罩出现质量问题（挂耳带子断了要么就是多出来一块）一开始没在意，以为就一两个，就丢掉了，后来使用过程中又发现有这种情况，于是8月25日向淘宝商家反应过一次，但商家只读不回，10月14日今天使用口罩又发现了这种质量问题，于是我把剩下的口罩都拿出来检查一...,处理中
26,口罩有污渍和异物,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355101515/,投诉,阿里健康,"退款,解释,改善服务,更换,赔偿",与客服联系未果，希望得到合理解释和善后处理,处理中
27,美团优选购买的口罩没有任何的日期，保质期,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355373877/,投诉,美团网客服小美,"赔偿,道歉,下架产品",在美团优选买的口罩没有任何的厂址，厂名，保质期 生产日期,已回复
28,快递在9月20日已到派件点的情况下，申通快递单方面以节假日为由，不派件。,2021-09-21,https://tousu.sina.com.cn/complaint/view/17355055063/,投诉,申通快递官微,"快速配送,改善服务,要求物流如实反馈",因购买的是口罩，现在家里口罩已经用完，疫情当头，必须佩戴口罩才能出门，现在快递公司在不告知的情况下单方面不派件，已经严重影响了正常生活和出行，也是与疫情防控精神背道而驰的。明天大人要上班，小孩要上学，快递公司迟迟不送，现要求快递公司今天9月21日务必派件，不然由此造成的损失应有快递公司承担。,已回复
29,购买到了假冒伪劣口罩,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354754687/,投诉,拼多多客户服务,"赔偿,道歉,作出处罚,恢复账号",在拼多多买到了假冒伪劣的奥运口罩 商家营业执照看不到 拼多多官方无法联系 也不出示口罩商家营业执照,处理中
30,快递未收到，联系不上客服,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355083674/,投诉,饿了么客户关怀,"赔偿,退款,发货",7.31日再饿了么阿里健康大药房买的口罩，现在快九月底了，一直没有收到货，联系不到客服，打快递电话说不归他们管。现在要求，口罩重发,已完成
31,投诉“亲热天堂 | IIP”,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355168053/,投诉,微店,退款,亲热天堂一直没有发货，目前还差手机挂绳一个，贴纸两包，口罩一包，驱蚊贴三包，口罩承诺退款，至今未退款，现联系不上客服，微店客服无法转接，我要求退款,已回复
32,买到假医用外科口罩,2021-09-17,https://tousu.sina.com.cn/complaint/view/17354995195/,投诉,美团网客服小美,"退款,赔偿,作出处罚",我就冲着医用外科口罩（灭菌）买的，结果收到货打开一股很大的臭味，我就抱着怀疑的态度去药监局官网查验，结果根本查不到，确定是假货。另一种万通筋骨贴我发现也不是原装的，每盒都有拆开又封上的痕迹。美团客服就以卖家说不是假货一句话拒绝解决问题。要求退款，并赔偿500元。,已回复
33,货物质量,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355095483/,投诉,拼多多客户服务,"退款,赔偿,作出处罚",打开包的好好的，试穿的时候兜里有个别人用过的口罩,处理中
34,可孚天猫旗舰店出售的口罩里有虫子,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355467761/,投诉,阿里客服,退款,我在可孚天猫旗舰店买了500只口罩，每十只为一包，今天打开用的时候发现一个口罩夹层里居然有一只小苍蝇，事关国民健康的口罩可孚作为大品牌生产出来的居然是这种质量，不知道它的生产环境是有多不合格。我要求可孚天猫旗舰店退还我此次订单的全部金额，但对方只肯退还这一包。,处理中
35,饿了么平台乱扣款,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355115370/,投诉,饿了么客户关怀,退款,口罩没带好也扣钱，这是多差钱。想着法子来扣钱,已回复
36,故宫内有人拉客拍照无人管 无服务标准 收费不同一 出了问题找不到当事人,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355284903/,投诉,故宫博物院,改善服务,服务中不带口罩 收费乱 服务中加价 拍照不满意没人管,处理中
37,正常买东西开发票还需要税点,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355023048/,投诉,拼多多客户服务,开发票,买了600的口罩，不给开发票，还需要税点。,处理中
38,客服态度差 商品质量完全不过关,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355116329/,投诉,上海珈芮信息科技有限公司,作出处罚,本人于2021.08.26于淘宝evolvetogether商家购买三包口罩带出国用于疫情防护，2021.09.24打开时口罩一带就断裂且整包存在相同情况，联系淘宝客服时态度如下，本人希望客服道歉并赔偿损失。,待分配
39,最流氓的保险公司,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355257735/,投诉,悟空保,全退保,9月18号我在超市门口想在机器上买个口罩，因年龄大了看不清内容以为是买口罩的程序填写了各种信息，没想到最后给我扣了保险费用，申请退保还扣200费用，凭什么，流氓公司,已回复
40,商家违规售卖未官方授权口罩涉嫌侵权。,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355363496/,投诉,阿里客服,"退款,作出处罚",在淘宝商户上购买了奥运会同款口罩，商家没有奥运口罩品牌方的授权书，制假售假。 涉嫌侵权行为，要求假一赔三，不满500的按500赔偿。,处理中
41,客服态度差 商品质量完全不过关,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355116329/,投诉,上海珈芮信息科技有限公司,作出处罚,本人于2021.08.26于淘宝evolvetogether商家购买三包口罩带出国用于疫情防护，2021.09.24打开时口罩一带就断裂且整包存在相同情况，联系淘宝客服时态度如下，本人希望客服道歉并赔偿损失。,待分配
42,买了口罩；没有退款入口；人家不想要了；还不能退款,2021-09-02,https://tousu.sina.com.cn/complaint/view/17354742156/,投诉,穗康,退款,买了口罩，我不想要了还不能退款商家又不处理还要直接发口罩到我那里我拒收了还不退款,处理中
43,乘客未佩戴口罩司机取消订单被判责,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909943/,投诉,滴滴出行客服,"改善服务,恢复账号,撤销处罚",滴滴平台接单，到达上车点，因乘客拒绝佩戴口罩，司机自行取消订单，导致平台判司机有责，平台是鼓励乘客不戴口罩吗司机对于未佩戴口罩的乘客凭什么不应该取消订单，平台这样包庇乘客，无视疫情的防护措施,已完成
44,中影星美国际影城【建阳区】高价卖口罩,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354915146/,投诉,中影星美国际影城【建阳店】,"作出处罚,改善服务,解释",我在2021年9月12日在网上购买了建阳区中影星美国际影城店两张电影票，到了店由于没有带口罩进不去，检票员叫我到前台买买一个口罩，我问多少钱一个前台特别凶的告诉一块钱一个，我说楼下超市都卖2毛钱一个你们为什么卖一块钱一个，还恶言相向说楼下这么便宜为啥不下去买，买不起口罩还看什么电影。这是我见过最差服务态...,待分配
45,特价口罩气味刺鼻，疑似回收口罩,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354662493/,投诉,抖音短视频,"赔偿,道歉,下架产品",于2021.8.8日在抖音账号贝好优品（商铺贝好精选）直播中发现此款KF94口罩。觉得比较适合家庭使用，于是花费29.9元购买，共5包。此价格远低于市场价格，但是并未怀疑。8.15日收到口罩之后，拆开一片发现气味刺鼻。通风晾过三天后，气味并未减弱。联系对方退款。对方拒不承认是口罩质量问题。还要我方运费自理。,已完成
46,司机不佩戴口罩进行订单操作并且涉嫌非法营运,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355355461/,投诉,美团网客服小美,"赔偿,道歉,作出处罚",司机不佩戴口罩进行订单操作并且涉嫌非法营运,已回复
47,江西省升聚医疗器械有限公司,2021-08-25,https://tousu.sina.com.cn/complaint/view/17354622741/,投诉,阿里客服,邮寄一个新的给我,非要退给我差价，我不要差价，我就要口罩他们口罩的问题我为什么要钱,处理中
48,态度不好,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354875549/,投诉,曹操出行,退款,态度不好，而且司机没有带口罩，而且我给司机说司机不理人,已完成
49,淘宝冻结帐号问题,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355019276/,投诉,阿里客服,恢复账号,顾客在淘宝被商家卖口罩给冻结无法使用下单功能,处理中
50,假的奥运口罩,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354814539/,投诉,阿里客服,"退款,道歉,作出处罚",卖假货，每次申请退款就一直拖着，第三天拒绝，隔了好久好不容易同意退货了，然后我快递已经发出到了商家那边商家拒绝了，说我数量不对，数量根本没问题，然后隔了两天客服打电话说不能作为假冒品牌同意您的退货，等两天快递自动退回到我这里,处理中
51,商品质量问题 美团优选,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354906506/,投诉,美团网客服小美,赔偿,购买商品口罩上有铁制物品，将我的鼻子划伤，,已回复
52,商家售卖没有经营范围的商品,2021-09-22,https://tousu.sina.com.cn/complaint/view/17355077548/,投诉,苏宁客服中心,"退款,赔偿,道歉,作出处罚",我在商家购买的这款医用口罩收到货之后，发现做工特别粗糙，而且帮我查询卖家的经营执照范围的时候发现，卖家并没有第二类医疗器械，但是仍然售卖医用口罩，商家属于超范围售卖,已回复
53,拼多多贩卖带有国旗标志口罩,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355389122/,投诉,拼多多客户服务,"退款,赔偿,作出处罚",拼多多贩卖带有国旗标志口罩，这违反了中华人民共和国国旗法，这是奥运同款口罩，只会对代表参加东京奥运会成员赞助，所以，这是假货，要求做出退一赔3，由于不足500元，以500元赔偿,处理中
54,司机开车玩手机不戴口罩,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355400640/,投诉,高德地图客户服务团队,"退款,赔偿,作出处罚,改善服务",司机不戴口罩，边开车边玩手机，发语音，打字玩手机，红绿灯路口应该多安几个监控，坚决杜绝开车聊天打语音电话，微信短信撩妹,已完成
55,蓝色风暴,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354565674/,投诉,饿了么客户关怀,"改善服务,退款",明明已经带了口罩，显示口罩缺失，扣了15元，要求客服补款.,已完成
56,要求金牛电商退货退款，货已经发给你了，但是被拒收了，,2021-08-24,https://tousu.sina.com.cn/complaint/view/17354609045/,投诉,快手小客服,"退款,赔偿,道歉",我拍的是立体式的口罩，金牛电商给发的普通蓝色口罩，而且质量太差，不能用，要求给退款,已完成
57,因口罩的卫生质量问题，要求阿里健康大药房赔偿500元,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354660902/,投诉,阿里健康客户服务,赔偿,口罩里有蚊子，是在口罩里面，用指甲刮擦无法挂掉。这明显是生产中就在里面的。,处理中
58,我是花小猪司机，花小猪平台乱扣我钱,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354917739/,投诉,滴滴出行客服,"退款,恢复账号",我是花小猪司机，花小猪平台乱扣我钱，我这里很多人都有不带口罩的习惯，有时候看到乘客没带口罩我就不敢载。现在花小猪却判我线下交易。也不问我是什么情况直接扣钱 我投诉的是滴滴旗下的花小猪出行，没有重复投诉,已完成
59,商家虚假宣传，反馈不支持7天无理由退货,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355102824/,投诉,阿里客服,"退款,道歉,退货",口罩买大了，给商家反馈，商家虚假宣传，不让退货。态度恶劣,处理中
60,多次未接乘客电话导致乘客取消订单,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355116832/,投诉,滴滴出行客服,"改善服务,解释道歉,恢复账号",乘客态度恶劣 乘客拒绝戴口罩 拒绝扫行程码,已回复
61,商家出售三无产品口罩,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355257493/,投诉,阿里客服,"退款,赔偿,作出处罚",商家出售的口罩没有任何合格证，产品包装无任何说明，包装盒都没有,处理中
62,商家广告宣传3D口罩，结果发来货是普通口罩,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354641626/,投诉,快手小客服,"退款,道歉,作出处罚",商家虚假宣传，广告宣传3D口罩。结果发来货是普通口罩，联系客服，一直不回复,已完成
63,达达平台上传自拍照后，以可能不是本人为由扣款三十,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355459845/,投诉,达达客户服务,退款,按照平台的要求，带着口罩，头盔，单平台又以没有漏出五官为由判自拍不合格，扣款三十。,已完成
64,买的口罩，物流二十多天停滞，没有更新，没收到货，商家不理，快手客服也不理，,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354925704/,投诉,快手小客服,退款,买的口罩，物流二十多天停滞，没收到货，客服和商家都不理，退货申请被拒,已完成
65,商家欺骗消费者抖音客服只赔付20元优惠券,2021-09-02,https://tousu.sina.com.cn/complaint/view/17354751464/,投诉,抖音短视频,赔偿,本来在抖音平台买到这款儿童口罩，收到货确是成人口罩的执行标准，儿童带着太大了，GB/T32610-2016这个口罩标准是不适用于与儿童的，该标准有明文规定。 商家这个情况属于欺骗消费者我申请退1赔3不满500就赔付500这是消费者保护法的条例，请抖音客服不要包庇商家，,已完成
66,口罩质量有问题,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354656156/,投诉,拼多多客户服务,退款,口罩那边的线一弄弄就断了，十个已经坏了五六个了,处理中
67,淘宝云舒屋旗舰店,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354630237/,投诉,阿里客服,"退款,赔偿,道歉,作出处罚",我在他家买的口罩，一直没用，今天打开一看，比其他的口罩都要小，我让他退货，他不退，我要求赔偿，这是虚假宣传,处理中
68,买的口罩和图片不符，快手客服刚八哥，联系不回话，商品下架了，图片显示是立体,2021-08-20,https://tousu.sina.com.cn/complaint/view/17354538750/,投诉,快手小客服,"退款,赔偿",图片显示立体的口罩，回来是普通口罩，现在联系客服不回，商品下架，退款退不回来，不处理，我感觉是骗子，主要是不想买普通口罩，普通口罩30快钱120个我就不买了,已回复
69,商家售卖不符合国家执行标准儿童口罩平台包庇,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354860438/,投诉,拼多多客户服务,"退款,赔偿,作出处罚,解释,修改宣传内容",我在拼多多平台购买了一款儿童口罩 商家明确答复告诉我是儿童口罩 但是我收到货物以后发现该儿童口罩执行标准不符合国家市场监管局规定 国家市场监管局2020年5月6日明确规定儿童口罩执行标准必须是GBT38880-2020该商家售卖的儿童口罩执行标准是GBT32610-2016是国家市场监督管理局明确发布不允许给儿童使用的 该问题我给...,处理中
70,青草镇劳保口罩超市,2021-09-21,https://tousu.sina.com.cn/complaint/view/17355059275/,投诉,阿里客服,退款,本人于2021年9月9日在淘宝网上购买了一批KN95口罩，商家店铺名称青草镇劳保口罩超市，姓名李玉，电话18949461***，总金额为一万五千元，当时商家让我提前确认收货，说没有钱买材料，刚开始是拒绝提前确认，因为提前确认有一定的风险，商家电话一番忽悠加上提前确认说可以送一些口罩，于是就提前确认了，直到9月14号...,处理中
71,要求金牛电商退货退款，货已经发给你了，但是被拒收了，,2021-08-24,https://tousu.sina.com.cn/complaint/view/17354609045/,投诉,快手小客服,"退款,赔偿,道歉",我拍的是立体式的口罩，金牛电商给发的普通蓝色口罩，而且质量太差，不能用，要求给退款,已完成
72,抖店胜杰优选出售假冒奥运口罩欺诈消费者,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354718544/,投诉,抖音短视频,"退款,赔偿,作出处罚",胜杰优选商家在我下单前询问前明确产品为同款，之后又以无货为由不想发货，最终为逃避平台延迟发货缺货补偿，只发了一个口罩，口罩为假冒奥运口罩，本人要求商家补发，商家说产品下架无货，本人投诉平台申请欺诈发货缺货无货平台不予处理，并且并未对假冒口罩做出处罚,已完成
73,服务不好信息回的很慢,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354818267/,投诉,淘特官博,"退款,赔偿,道歉,作出处罚",淘特买的口罩上面印了一只大蚊子觉得很恶心,处理中
74,快递员态度恶劣，不戴口罩，不消毒！,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354813567/,投诉,顺丰官方客服,作出处罚,快递员恶意不收件，态度恶劣，也不戴口罩，不戴手套，根本不消毒,已完成
75,淘宝商家贩卖假货口罩,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355405104/,投诉,阿里客服,"退款,赔偿,道歉",2021.10.6在淘宝上购买一款奥运口罩，此前官方（北京朋来制药有限公司）发文（中国队“奥运口罩”仅捐赠给东京奥运会中国体育代表团使用，不在网络平台进行销售目前所有在售“奥运口罩”均为假冒伪劣产品） 我所买到的奥运口罩为三无产品，且态度恶劣，身为淘宝优质店铺知假造假，虚假宣传，欺骗消费者。我有责任对造假卖...,处理中
76,国旗不能商用,2021-09-04,https://tousu.sina.com.cn/complaint/view/17354784414/,投诉,抖音短视频,"退款,赔偿",口罩有问题，国旗法规定国旗不能商用，所以这属于伪劣产品，要求退一赔三,已回复
77,蜜雪冰城重庆市璧山区金剑路碧波水岸店,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355149360/,投诉,蜜雪冰城,赔偿,员工不戴口罩，不穿工作服。不洗手，去操作间制作冷饮，害的我拉肚子,已回复
78,在京东买的鞋，发的口罩。客服不理人,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355209532/,投诉,京东客服,"退款,赔偿,作出处罚,下架产品",我在京东买了一双新百伦的鞋，花了239元，但是我收到的是口罩，并没有收到鞋。客服也不理我。把钱退给我就行,已完成
79,京东购买淘宝发货,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355048187/,投诉,京东客服,"退款,赔偿,道歉,作出处罚",在京东购买的京东商家在淘宝购买商品寄给我自身订单是一包口罩,已回复
80,韩小野美妆店铺出售的口罩中夹层含有虫卵,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360682/,投诉,拼多多客户服务,"赔偿,道歉,作出处罚",韩小野美妆店铺出售的口罩中夹层含有虫卵，联系商家客服后，该商家并没有给出赔偿,处理中
81,零至三岁婴幼儿口罩的执行标准不对,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354683596/,投诉,京东客服,"赔偿,改善服务,解释",我买的零至三岁婴幼儿口罩，回来发现执行标准不对，国家儿童口罩没有零至三岁婴幼儿口罩的执行标准，他这属于不合规，后来商家谎称说给我发错货了，发的国外定制版，希望对他进行处罚，并且维护消费者权益，对我进行赔偿,已回复
82,滴滴出行对司机无缘无故不查明原因封号,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355355782/,投诉,滴滴出行客服,"道歉,恢复账号,撤销处罚",滴滴出行对司机抽检说出借账号给他人，不查明原因就封号。在没有出车时点击出车而因抽检时司机没有找到口罩，然而因贪方便另一个手机有照片有本人带口罩的照片就拍照了(2台手机1台专门接单1台日常用）。但是再这期间没有接单过程，不明不白就给封号。还说这是最终结果，我想问问有什么证据这不是我本人拍照,已回复
83,骑手疫情期间不佩戴口罩不穿工服,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355392163/,投诉,顺丰同城急送,"改善服务,解释,道歉",于昨日凌晨下单一单麦当劳帮父亲买的，然后骑手不佩戴口罩不穿工服，凌晨还在门口偷摸知道干啥，官方客服回答已禁止骑手接单，于今日凌晨帮朋友下单麦当劳还是该骑手接的单，依旧未佩戴口罩未穿工服，要求顺丰做出解释，并且开除该骑手，不接受任何解释了,已回复
