召回时间,召回地区,召回公司,召回产品,召回内容,标题内容,页面地址
20211012,欧盟,Jimmylee Sporty婴儿推车,,召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称Jimmylee Sporty婴儿推车 产地欧盟（奥地利） 具体型号或识别特征9009852542059 缺陷及后果车把不够坚固，可能会断裂，导致婴儿车失去控制。因此，可能会发生事故造成伤害。 ,【欧盟】Jimmylee Sporty婴儿推车召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211012_100363.html
20211012,欧盟,毛绒鸭软体玩具,,召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称毛绒鸭软体玩具 产地中国 具体型号或识别特征MRT-180 缺陷及后果由于某些缝没缝好，很容易接触到玩具的纤维填充材料。幼童可能会将填充材料放入口中并因此窒息。 ,【欧盟】毛绒鸭软体玩具召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211012_100362.html
20211012,欧盟,TEDi Armband 3 Stück手链,,"召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称TEDi Armband 3 Stück手链 产地中国 具体型号或识别特征35969001751000000150, 39646001751000000150 缺陷及后果该产品含有过量的镉（按重量计达82.5%）。镉对健康有害。它积聚在体内，可能损害肾脏和骨骼，并可能致癌。 ",【欧盟】TEDi Armband 3 Stück手链召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211012_100361.html
20211012,欧盟,PINK FONG - Soft toy软体玩具,,召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称PINK FONG - Soft toy软体玩具 产地中国 具体型号或识别特征PFPT-04001-01 缺陷及后果由于某些接缝没缝好，很容易触及玩具的纤维填充材料。幼童可能将其放入口中并因此窒息。 ,【欧盟】PINK FONG - Soft toy软体玩具召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211012_100360.html
20211014,澳大利亚,木制婴儿摇铃,,召回发布日期2021/10/8 召回发布国家或地区澳大利亚 产品名称木制婴儿摇铃 产地不详 具体型号或识别特征不详 缺陷及后果摇铃不符合强制性标准“2003年第14号消费者保护公告——消费品安全标准36月龄以下（含36月龄）儿童玩具”的尺寸和形状要求。该产品可能会对幼儿造成窒息危险，从而导致重伤或死亡。 ,【澳大利亚】木制婴儿摇铃召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211014_100553.html
20211014,澳大利亚,雪佛兰 Silverado Gen 2 GMT900 多功能车,,召回发布日期2021/10/8 召回发布国家或地区澳大利亚 产品名称雪佛兰 Silverado Gen 2 GMT900 多功能车 产地不详 具体型号或识别特征车辆识别号 1GC1KYE89EF138040 缺陷及后果时间长了，高湿高温的环境会导致安全气囊充气机推进剂降解。如果受影响的车辆发生碰撞触发安全气囊，金属充气机外壳可能会在过大的内部压力下爆炸/破裂。如果有缺陷的安全气囊充气机破裂，金属碎片可能会穿过安全气囊垫飞向车辆乘员，造成重伤或死亡。 ,【澳大利亚】雪佛兰 Silverado Gen 2 GMT900 多功能车召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211014_100552.html
20211014,澳大利亚,门铰链闭合器套件,,召回发布日期2021/10/7 召回发布国家或地区澳大利亚 产品名称SureClose® READYFIT™ 180°门铰链闭合器套件 产地不详 具体型号或识别特征型号74108333T和74108335T 缺陷及后果产品可能不符合“澳大利亚标准 AS1926.1 2012 游泳池安全屏障”第 2.4.1.2 节的要求。门铰链闭合器套件可能无法正确自动关闭。如果门铰链无法正常工作且门未锁上，则可能无法防止在无人看管的情况下进入游泳池和水疗中心等区域，从而造成潜在的溺水风险。 ,【澳大利亚】门铰链闭合器套件召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211014_100551.html
20211014,澳大利亚,带盖蜡烛,,召回发布日期2021/10/7 召回发布国家或地区澳大利亚 产品名称Northern Lights Alaura 2 浅色带盖蜡烛 产地不详 具体型号或识别特征不详 缺陷及后果点燃后，蜡烛可能会过热并损坏玻璃罐。该缺陷存在烧伤或受伤，并造成火灾的危险。 ,【澳大利亚】带盖蜡烛召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211014_100550.html
20211014,美国,Zoom 360超轻慢跑婴儿车,,召回发布日期2021/10/7 召回发布国家或地区美国 产品名称Zoom 360超轻慢跑婴儿车 产地中国 具体型号或识别特征此次召回涉及Zoom 360超轻型慢跑婴儿车，SKU 为 8060、8061、8067 和 8069，批号在 2020 年 3 月 (03-XX-20) 和 2020 年 10 月 (10-XX-20) 之间。 召回数量9200 缺陷及后果婴儿车的前轮轴承可能会发生故障或脱落，造成摔落和受伤的危险。 ,【美国】Zoom 360超轻慢跑婴儿车召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/mg_207/202110/t20211014_100549.html
20211013,澳大利亚,AVE QUADPRO-FLAT LED RGBW 帕灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE QUADPRO-FLAT LED RGBW 帕灯 产地不详 具体型号或识别特征不详 缺陷及后果LED安装板上可能缺少接地连接，内部接线可能缺少线束。如果内部接线松动并与未接地的金属外壳接触，用户可能会触摸到带电部件。存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE QUADPRO-FLAT LED RGBW 帕灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100529.html
20211013,澳大利亚,AVE QUAD-FLAT LED RGBW 帕灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE QUAD-FLAT LED RGBW 帕灯 产地不详 具体型号或识别特征不详 缺陷及后果LED安装板上可能缺少接地连接，内部接线可能缺少线束。如果内部接线松动并与未接地的金属外壳接触，用户可能会触摸到带电部件。存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE QUAD-FLAT LED RGBW 帕灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100528.html
20211013,澳大利亚,AVE PAR64-TRI18 LED RGB帕灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE PAR64-TRI18 LED RGB帕灯 产地不详 具体型号或识别特征不详 缺陷及后果外壳没有正确固定，用户可以轻松打开，并触及带电部件。存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE PAR64-TRI18 LED RGB帕灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100527.html
20211013,澳大利亚,AVE HEX-FLAT6RGBAW+UV（6 合 1）LED 帕灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE HEX-FLAT6RGBAW+UV（6 合 1）LED 帕灯 产地不详 具体型号或识别特征不详 缺陷及后果LED安装板上可能缺少接地连接，内部接线可能缺少线束。如果内部接线松动并与未接地的金属外壳接触，用户可能会触摸到带电部件。 存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE HEX-FLAT6RGBAW+UV（6 合 1）LED 帕灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100526.html
20211013,澳大利亚,AVE LED 帕灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE HEX-FLAT18 Hex-Colour 18x 12W RGBAW + UV (6-in-1) LED 帕灯 产地不详 具体型号或识别特征不详 缺陷及后果前面板可能缺少接地连接，并且主电源电缆可能缺少线束。如果内部接线松动并与未接地的金属外壳接触，用户可能会触摸到带电部件。存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE LED 帕灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100525.html
20211013,澳大利亚,AVE Cobra Wash 100 LED 摇头洗墙灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE Cobra Wash 100 LED 摇头洗墙灯 产地不详 具体型号或识别特征不详 缺陷及后果内部金属外壳缺少接地连接。如果内部组件发生故障，外壳和安装支架将变为带电状态，用户可能会触摸到带电部件存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE Cobra Wash 100 LED 摇头洗墙灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100524.html
20211013,澳大利亚,AVE Cobra Beam 100 10W RGBW LED摇头束光灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE Cobra Beam 100 10W RGBW LED 摇头束光灯 产地不详 具体型号或识别特征不详 缺陷及后果内部金属外壳缺少接地连接。如果内部组件发生故障，外壳和安装支架将变为带电状态，用户可能会触摸到带电部件。存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE Cobra Beam 100 10W RGBW LED摇头束光灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100523.html
20211013,澳大利亚,AVE TRI-FLAT 3W RGB LED 帕灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE TRI-FLAT 3W RGB LED 帕灯 产地不详 具体型号或识别特征不详 缺陷及后果LED 安装板上可能缺少接地连接，并且内部接线可能缺少线束。如果内部接线松动并与未接地的金属外壳接触，用户可能会触摸带电部件。存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE TRI-FLAT 3W RGB LED 帕灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100522.html
20211013,澳大利亚,AVE TRI-5LED RGB 帕灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE TRI-5LED RGB 帕灯 产地不详 具体型号或识别特征不详 缺陷及后果外壳没有正确固定，用户可以轻松打开，并触及带电部件。存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE TRI-5LED RGB 帕灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100521.html
20211013,澳大利亚,AVE LED-PAR64B LED RGB 帕灯,,召回发布日期2021/10/6 召回发布国家或地区澳大利亚 产品名称AVE LED-PAR64B LED RGB 帕灯 产地不详 具体型号或识别特征不详 缺陷及后果外壳没有正确固定，用户可以轻松打开，并触及带电部件。存在触电风险，这可能导致严重的受伤或死亡。 ,【澳大利亚】AVE LED-PAR64B LED RGB 帕灯召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100520.html
20211013,美国,白木凳,,召回发布日期2021/10/6 召回发布国家或地区美国 产品名称白木凳 产地中国 具体型号或识别特征凳子高约24英寸，宽15英寸。 召回数量14000 缺陷及后果凳子在使用过程中可能会断裂，造成摔落和受伤危险。 ,【美国】白木凳召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/mg_207/202110/t20211013_100512.html
20211013,美国,ElliptiGO Arc自行车,,召回发布日期2021/10/6 召回发布国家或地区美国 产品名称ElliptiGO Arc自行车 产地台湾 具体型号或识别特征此次召回涉及ElliptiGO Arc三种型号的自行车ElliptiGO Arc 3、ElliptiGO Arc 8 和 ElliptiGO Arc 24。 召回数量3800 缺陷及后果骑行时自行车框架可能会断裂，对用户造成摔落和受伤危险。 ,【美国】ElliptiGO Arc自行车召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/mg_207/202110/t20211013_100510.html
20211013,澳大利亚,Nice & Nifty Light Up兔子灯饰,,召回发布日期2021/10/1 召回发布国家或地区澳大利亚 产品名称Nice & Nifty Light Up兔子灯饰 产地不详 具体型号或识别特征不详 缺陷及后果产品的纽扣电池仓可能没有充分固定，电池可能很容易被触及。产品的包装上不含有关纽扣电池的安全警告或标记。如果幼童拿到纽扣电池并吞咽，可能会遭受内部烧伤，这可能会导致严重的疾病甚至死亡。此外，电池可能会对幼儿造成窒息危险。 ,【澳大利亚】Nice & Nifty Light Up兔子灯饰召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100518.html
20211013,澳大利亚,LED灯串,,召回发布日期2021/10/1 召回发布国家或地区澳大利亚 产品名称LED灯串 产地不详 具体型号或识别特征Nice & Nifty LED灯串16 产品代码59117 Nice & Nifty铜灯串80LED 产品代码58720 缺陷及后果产品包装中“try me”按钮的纽扣电池仓可能没有固定牢，电池可能很容易触及。产品包装上没有关于纽扣电池的安全警告或标记。如果幼童拿到纽扣电池并吞咽，可能会遭受内部烧伤，这可能会导致严重的疾病甚至死亡。此外，电池可能会对幼儿造成窒息危险。 ,【澳大利亚】LED灯串召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/adly/202110/t20211013_100515.html
20211011,欧盟,SWIM RING充气游泳圈,,召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称SWIM RING充气游泳圈 产地中国 具体型号或识别特征2-360-23.1 缺陷及后果产品（游泳圈和充气阀）塑料材质内含有过量的邻苯二甲酸二(2-乙基已基)酯 (DEHP)（按重量计的检测值高达 15.17%）。这种邻苯二甲酸酯可能会对生殖系统造成损害，危害儿童健康。 ,【欧盟】SWIM RING充气游泳圈召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100354.html
20211011,欧盟,熊猫软体玩具,,召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称熊猫软体玩具（白/黑）软体玩具 产地欧盟（克罗地亚） 具体型号或识别特征MRT-1213 缺陷及后果小零件（拉链）可能会脱落。此外，由于某些缝线的缺陷，很容易碰触到玩具的纤维填充材料。幼童可能会将小零件或填充材料放入口中，导致窒息。 ,【欧盟】熊猫软体玩具召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100353.html
20211011,欧盟,ZEEMAN Fingerpaint指画颜料,,"召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称ZEEMAN Fingerpaint指画颜料 产地中国 具体型号或识别特征032100 , 5400004, A79338, C61444 缺陷及后果黄色和红色颜料含有过量的防腐剂2-甲基异噻唑啉酮（MI，检测值高达0.54mg/kg）。皮肤接触含有MI的产品会引起过敏性接触性皮炎。 ",【欧盟】ZEEMAN Fingerpaint指画颜料召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100352.html
20211011,欧盟,Rukka Rukka Mehan摩托车夹克,,召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称Rukka Rukka Mehan摩托车夹克 产地巴基斯坦 具体型号或识别特征MNL-J，101105 缺陷及后果产品的按扣会释放出过量的镍（检测值高达 15.55 微克/平方厘米/周）。镍是一种强致敏物，如果存在于长期与皮肤直接接触的物品中，会引起过敏反应。 ,【欧盟】Rukka Rukka Mehan摩托车夹克召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100351.html
20211011,欧盟,PVC terítő桌布,,召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称PVC terítő桌布 产地未知 具体型号或识别特征 缺陷及后果产品的塑料材质内含有过量的邻苯二甲酸二(2-乙基已基)酯 (DEHP)（按重量计的检测值16%）。这种邻苯二甲酸酯可能会对生殖系统造成损害，危害健康。 ,【欧盟】PVC terítő桌布召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100350.html
20211011,欧盟,穿刺首饰,,"召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称穿刺首饰 产地中国 具体型号或识别特征83152, 83174, 83181, 83185 缺陷及后果该产品含有过量的镉（按重量计的检测值达86%）。镉对人体健康有害，因为其会在身体内聚积，损害肾脏和骨骼，并且可能会致癌。骷髅形外壳镶有深色装饰石的金色穿刺首饰中含有过量的铅（按重量计的检测值1.7%）。铅对人体健康有害，且能在人体内累积，还可能会影响哺乳期婴儿或胎儿。 ",【欧盟】穿刺首饰召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100349.html
20211011,欧盟,Robeez软底婴儿鞋,,召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称Robeez软底婴儿鞋 产地欧盟（法国） 具体型号或识别特征653710-10 13 缺陷及后果产品的皮革内含有铬 (VI)（检测值高达22.2mg/kg）。铬 (VI) 是致敏物质，可能会引发过敏反应并且可能会致癌。 ,【欧盟】Robeez软底婴儿鞋召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100348.html
20211011,欧盟,More for by Hunter Führleine Lissabon狗绳,,"召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称More for by Hunter Führleine Lissabon狗绳 产地欧盟（德国） 具体型号或识别特征Lissabon Länge 140 cm, Breite 1,1 cmArtikelnr. 1229422 缺陷及后果该产品的皮革中含有过量的铬 (VI)（按重量计的检测值高达 4.4 mg/kg）。铬 (VI) 是致敏物质，可能会引发过敏反应并且可能会致癌。 ",【欧盟】More for by Hunter Führleine Lissabon狗绳召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100347.html
20211011,欧盟,airmotion HOVERBOARD自平衡滑板车（悬滑板）,,召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称airmotion HOVERBOARD自平衡滑板车（悬滑板） 产地中国 具体型号或识别特征AirMotion H1（包装上），H1-FAJ0293（产品上） 缺陷及后果电池没有监控电池温度的设备，因此在充电过程中可能会过热，悬滑板盖可能会点燃。产品可能会引起火灾，用户可能会遭受烧伤。此外，电源线暴露在两个电机之间的活动部件中，而且还要穿过两端有毛刺的钢管。在产品的使用寿命期间，电源线的绝缘层可能会被尖锐边缘损坏，导致电池在使用过程中短路和爆炸。因此，用户可能会失控，从滑板车上跌落，遭受伤害。 ,【欧盟】airmotion HOVERBOARD自平衡滑板车（悬滑板）召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100346.html
20211011,欧盟,More for by Hunter Führleine Bari狗绳,,"召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称More for by Hunter Führleine Bari狗绳 产地欧盟（德国） 具体型号或识别特征1229345, Bari 11/200, M, Himbeere, Länge 20 200cm, Breite 1,1cm 缺陷及后果该产品的皮革中含有过量的铬 (VI)（按重量计的检测值高达 12.4 mg/kg）。铬 (VI) 是致敏物质，可能会引发过敏反应并且可能会致癌。 ",【欧盟】More for by Hunter Führleine Bari狗绳召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100345.html
20211011,欧盟,Subea SCD Manometer 压力计,,召回发布日期2021/10/1 召回发布国家或地区欧盟 产品名称Subea SCD Manometer 压力计 产地欧盟（意大利） 具体型号或识别特征SCD压力计单独销售(Cod 2354572)、SCD控制台（Cod 2532535）和调节器包SCD 500 din（Cod2364401） 缺陷及后果如果使用 300 bar 的罐，压力计可能会泄漏，导致罐内的空气减少。由于用户可能不知道剩余氧气的真实量，因此他可能会溺水或遭受健康问题。 ,【欧盟】Subea SCD Manometer 压力计召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100343.html
20211014,日本,内置锂电池充电器,,"召回发布日期2021/10/1 召回发布国家或地区日本 产品名称内置锂电池充电器 产地不详 具体型号或识别特征 产品名                         型号        售出时间     数量 锂电池充电器(3000mah)      ET-LI3SL-WH   2016年7月 便携式电池（品牌AVAIL）  ET-LI3SL-BK  ～2019年9月  共计33,530件 ET-LI3SL-PK 召回数量33530 缺陷及后果源于发生了3起烧毁事故。 ",【日本】内置锂电池充电器召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/rb_212/202110/t20211014_100531.html
召回时间,召回地区,召回公司,召回产品,召回内容,标题内容,页面地址
20211011,欧盟,Crystal Creations发饰,,召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称Crystal Creations Crystal Creations Hair Accessories Crystal Creations发饰 产地中国 具体型号或识别特征款号6272653 缺陷及后果由于包装上的警告以及关于如何使用涂胶器的指示不足，胶水可能会粘到使用者的眼睛上，导致眼睛受伤。 ,【欧盟】Crystal Creations发饰召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100358.html
20211011,欧盟,Folding stool折叠凳,,召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称Folding stool折叠凳 产地中国 具体型号或识别特征HM-D33 缺陷及后果凳子没有锁定装置，因此用户可能会因夹紧点而受伤。 ,【欧盟】Folding stool折叠凳召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100357.html
20211011,欧盟,ICON LENGÖHOSSZABITÓ延长线,,召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称ICON LENGÖHOSSZABITÓ延长线 产地中国 具体型号或识别特征EP10001-20 缺陷及后果电源线内的电缆太细。当电缆延长套件与I类设备一起使用时，用户可能会遭受烧伤或触电的危险。 ,【欧盟】ICON LENGÖHOSSZABITÓ延长线召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100356.html
20211011,欧盟,Vancrystals配施华洛世奇水晶的Arais Rosado项链,,召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称Vancrystals配施华洛世奇水晶的Arais Rosado 项链 产地未知 具体型号或识别特征 缺陷及后果该产品释放出过量的镍（检测值高达86μg/cm2/周），并含有过量的铅（按重量计的检测值高达65％）。镍是一种强致敏物，如果存在于长期与皮肤直接接触的物品中，会引起过敏反应。铅对人体健康有害，且能在人体内累积，还可能会影响哺乳期婴儿或胎儿。该产品还含有过量的镉（按重量计的检测值达 0.013%）。镉对人体健康有害，因为它积聚在体内，会损害肾脏和骨骼，并可能致癌。 ,【欧盟】Vancrystals配施华洛世奇水晶的Arais Rosado项链召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211011_100355.html
20211012,欧盟,Fashion 塑料娃娃,,召回发布日期2021/10/8 召回发布国家或地区欧盟 产品名称Fashion 塑料娃娃 产地中国 具体型号或识别特征LY350 缺陷及后果娃娃头部的塑料材料含有邻苯二甲酸二(2 -乙基己基)酯（DEHP）（按重量计的检测值高达38.3%）。这种邻苯二甲酸酯可能会损害儿童生殖系统，不利于儿童健康。 ,【欧盟】Fashion 塑料娃娃召回,https://dpac.samr.gov.cn/xfpzh/xfpgwzh/om_208/202110/t20211012_100372.html
