序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
23,该影城强制要求观影人员购买此影城销售口罩。,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355264869/,投诉,博纳影业集团,"退款,作出处罚,改善服务,退货,下架产品",该影城强制要求观众购买影城售价为9.8的10个口罩。但是并不要求观众佩戴口罩观影。观众携带食物进场也不出面阻止。该影城的一系列操作就是为了售卖高价口罩。请有关部门前往调查。,处理中
24,拼多多店家洋货少女琪琪子家买的口罩包装问题不符合卫生标准,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355532227/,投诉,拼多多客户服务,"退款,赔偿,道歉,作出处罚,改善服务,解释",我在拼多多店铺 洋货少女琪琪子家买了两个口罩 收到后 里面只有两个口罩 没有任何包装 我问客服为什么 客服说单个口罩裸装 ？？这么严重的卫生问题谁能戴？ 我买的是一片试用装并且拍了两件 上面没有任何注明裸装的消息,处理中
25,口罩质量问题,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355517993/,投诉,名创优品客户服务中心,退款,今天在名创优品线下买了一个口罩，拿出了一个带上，立马一股味，闻着都头晕，我立马拿回去跟前台收银说有味，结果人家只说没有人反馈过，还说卖的很好，我一到网上搜，不止我一个人说口罩有味，而且这个材质也挺离谱的,处理中
26,销售伪劣产品,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355165058/,投诉,天猫,假一赔三,该店家销售伪劣口罩，涉及重要防疫产品，应该按照法律对其进行处罚。图1图2证明其在天猫官网上的注册证编号和所发口罩的编号不一致。图3证明他发的口罩里没有鼻夹。为劣质产品。,处理中
27,阿里健康大药房买的口罩长虫,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351537/,投诉,阿里健康,"退款,赔偿,道歉,作出处罚",2020年9月26日在阿里健康大药房买了200个儿童外科无菌口罩，单号为1269349453422839***，今天打开一包新的，看到口罩里面有虫，超级大的，又黑，碰一下是会动的，看到头皮发麻，找商家处理的时候，他们以订单超时为由不予受理，口罩是买给2岁小朋友戴的，自从用了那个口罩之后小孩子的嘴四周都长了颗粒的东西，非常痒的...,处理中
28,xvessel鞋子捆绑销售，捆绑销售口罩质量不过关，等于白花钱，变相提高商品售价,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355568135/,投诉,xVESSEL,"快速处理,追究责任,赔偿",xvessel捆绑腰果花口罩抬高鞋子售价，捆绑销售就算了，捆绑的口罩根本用不了，戴上就烂了，一双鞋捆绑一百个口罩，现在用三十个烂了25个，戴上绳子就断了，没有用力扯，吃相难看，1499定价的鞋子，捆绑100个口罩就卖2099，这个品牌的鞋子并非产能跟不上，商品界面捆绑口罩的鞋子库存很足，不带捆绑的鞋子就是0库存，捆绑...,已回复
29,商家卖假货申请退1赔3未满500按500赔偿,2021-09-21,https://tousu.sina.com.cn/complaint/view/17355061319/,投诉,拼多多客户服务,"退款,赔偿",9.18日在拼多多买了口罩 标题说儿童口罩 到货发现执行标准是GB/t32610-2016这个执行标准已经不符合儿童口罩的执行标准 商家卖假货 我要求按消费者保护法第55条 退1赔三未满500元按500元处理,处理中
30,该厂家生产不符合质量标准的产品并出售,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355417917/,投诉,阿里客服,"退款,赔偿",本人于2021年3月6日在淘宝购买一盒口罩，在使用过程中发现口罩出现质量问题（挂耳带子断了要么就是多出来一块）一开始没在意，以为就一两个，就丢掉了，后来使用过程中又发现有这种情况，于是8月25日向淘宝商家反应过一次，但商家只读不回，10月14日今天使用口罩又发现了这种质量问题，于是我把剩下的口罩都拿出来检查一...,处理中
31,美团优选购买的口罩没有任何的日期，保质期,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355373877/,投诉,美团网客服小美,"赔偿,道歉,下架产品",在美团优选买的口罩没有任何的厂址，厂名，保质期 生产日期,已回复
32,名创优品39块多的价格买口罩只有两个,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355704099/,投诉,名创优品客户服务中心,退还多余款项,名创优品商品描述的不具体。买口罩19.89。买了两单，三十九块多的钱就到了两个口罩。没注意到的人根本没有发现后面文字。即便买家没注意到 仓库发货的时候也应该核对清楚，以免发生这个麻烦。而且19.89一个口罩想想也不合理。希望退款。退还除了那到的两个其他多余的款项。,处理中
33,故宫内有人拉客拍照无人管 无服务标准 收费不同一 出了问题找不到当事人,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355284903/,投诉,故宫博物院,改善服务,服务中不带口罩 收费乱 服务中加价 拍照不满意没人管,处理中
34,10月29日在京东购买口罩。10月30号拼多多给我发来物流,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355667041/,投诉,京东客服,"赔偿,道歉,作出处罚",10月29日在京东购买口罩。10月30号拼多多给我发来物流。我在京东购买口罩他去拼多多给我发货，说今天中午11点前处理，联系客服也不处理,已回复
35,商家违规售卖未官方授权口罩涉嫌侵权。,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355363496/,投诉,阿里客服,"退款,作出处罚",在淘宝商户上购买了奥运会同款口罩，商家没有奥运口罩品牌方的授权书，制假售假。 涉嫌侵权行为，要求假一赔三，不满500的按500赔偿。,处理中
36,最流氓的保险公司,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355257735/,投诉,悟空保,全退保,9月18号我在超市门口想在机器上买个口罩，因年龄大了看不清内容以为是买口罩的程序填写了各种信息，没想到最后给我扣了保险费用，申请退保还扣200费用，凭什么，流氓公司,已回复
37,质量问题 不给售后,2021-10-28,https://tousu.sina.com.cn/complaint/view/17355629502/,投诉,阿里巴巴生意参谋,退款,本人在淘宝平台，天天特卖工厂店购买了口罩，收到货后表面上看是没有问题的，因为之前口罩没有用完，所以之前一直没带，然后这两天带了之后发现口罩一带脸上就自动崩开了，全部都是这种劣质品，联系客服说过了15天服务器不给处理,处理中
38,在抖音平台上商家三兄弟供应链2店买东西乱扣钱要求退款,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354917130/,投诉,抖音短视频,"退款,赔偿",在抖音上看见广告卖口罩，买了口罩绑了卡半夜扣钱，还查不到任何的订单信息，什么都看不到，买的口罩订单号也查不到，虚假信息，要求把钱退回来，给我个合理的解释！,已完成
39,可孚天猫旗舰店出售的口罩里有虫子,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355467761/,投诉,阿里客服,退款,我在可孚天猫旗舰店买了500只口罩，每十只为一包，今天打开用的时候发现一个口罩夹层里居然有一只小苍蝇，事关国民健康的口罩可孚作为大品牌生产出来的居然是这种质量，不知道它的生产环境是有多不合格。我要求可孚天猫旗舰店退还我此次订单的全部金额，但对方只肯退还这一包。,处理中
40,延期又延期到最后时间赶不上根本没法用,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355518085/,投诉,中通官方微博,"赔偿解释,要求物流如实反馈,道歉",12号买的口罩，显示快递17号会送达，但是因为台风的影响需要20号才送达，忍了，但是根本不与任何提示，目前21号仍在广东，具体不知道是否丢件，快递只是说因为台风延期，可是台风已经过去很久很久了。而且明天就需要要紧的口罩来保护生命因为要出去，因为快递的疏忽我需要支付更加昂贵的费用和时间去搜索和另外购买昂贵...,已回复
41,康婴园牌儿童口罩生产标准不符合国家标准,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354921092/,投诉,阿里客服,"退款,赔偿,作出处罚,下架产品,修改宣传内容",给弟弟（6岁）在网上买的口罩，发现里面有的口罩是脏的，然后就感觉不对劲，后来又查了查，他们家店里销售的口罩的生产标准是gb/t32610不适用于儿童口罩，而他们售卖的是儿童口罩，当时没太在意，后来弟弟带上去和普通口罩带上去的感觉不一样，有头晕现象，然后就来请求贵平台能够替我们讨回公道，谢谢。国家规定GB/T326...,处理中
42,饿了么蓝色风暴抽检投诉,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355556659/,投诉,饿了么客户关怀,"改善服务,退款","新人跑外卖一直佩戴好口罩,刚爬完楼送完单，口罩一直带着，漏个鼻子透透气，就被抽检蓝色风暴,并没有显示一定要佩戴好什么的，我的口罩就拉下来一点点露出了鼻子 我才还是一级骑士 不让申诉 让我拍个照然后就被处罚了？你们平台规定1-2级骑士是可以申诉的。",已回复
43,享道出行特惠平台蛮不讲理坑害司机,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355445585/,投诉,享道出行微博,"退款,赔偿,道歉,撤销处罚",乘客上车后我与乘客核对手机号后四位，核对无误后行程自动开始计费，期间乘客已经系好安全带了，我就提醒乘客戴口罩，而乘客说没有口罩，疫情期间每个人出行乘坐公共交通都必须戴口罩，而该乘客理直气壮说我坐车从未戴过，我让其下去购买或者回去拿口罩再出发，他不同意就下车了还用力摔砸车门，用脚踢车门，平台客服推...,已回复
44,投诉“亲热天堂 | IIP”,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355168053/,投诉,微店,退款,亲热天堂一直没有发货，目前还差手机挂绳一个，贴纸两包，口罩一包，驱蚊贴三包，口罩承诺退款，至今未退款，现联系不上客服，微店客服无法转接，我要求退款,已完成
45,名不副实,2021-10-28,https://tousu.sina.com.cn/complaint/view/17355625998/,投诉,阿里健康客户服务,"道歉,下架产品",1：购买N95口罩收到口罩非N95，是N95级口罩，口罩外包装没有任何N95标识数据等，诱导消费者 2：店铺处理问题，拖延不处理 第一天客服告知已反馈24小时内有人回复 第二天无人回复找客服告回复时间48小时内耐心等待 无论是24小时还是48小时都没有人给回复，所以已反馈等回复表示怀疑,处理中
46,口罩有污渍和异物,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355101515/,投诉,阿里健康,"退款,解释,改善服务,更换,赔偿",与客服联系未果，希望得到合理解释和善后处理,处理中
47,饿了么平台乱扣款,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355115370/,投诉,饿了么客户关怀,退款,口罩没带好也扣钱，这是多差钱。想着法子来扣钱,已完成
48,客服态度差 商品质量完全不过关,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355116329/,投诉,上海珈芮信息科技有限公司,作出处罚,本人于2021.08.26于淘宝evolvetogether商家购买三包口罩带出国用于疫情防护，2021.09.24打开时口罩一带就断裂且整包存在相同情况，联系淘宝客服时态度如下，本人希望客服道歉并赔偿损失。,待分配
49,货物质量,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355095483/,投诉,拼多多客户服务,"退款,赔偿,作出处罚",打开包的好好的，试穿的时候兜里有个别人用过的口罩,处理中
50,司机不佩戴口罩进行订单操作并且涉嫌非法营运,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355355461/,投诉,美团网客服小美,"赔偿,道歉,作出处罚",司机不佩戴口罩进行订单操作并且涉嫌非法营运,已回复
51,快递未收到，联系不上客服,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355083674/,投诉,饿了么客户关怀,"赔偿,退款,发货",7.31日再饿了么阿里健康大药房买的口罩，现在快九月底了，一直没有收到货，联系不到客服，打快递电话说不归他们管。现在要求，口罩重发！！,已完成
52,快递在9月20日已到派件点的情况下，申通快递单方面以节假日为由，不派件。,2021-09-21,https://tousu.sina.com.cn/complaint/view/17355055063/,投诉,申通快递官微,"快速配送,改善服务,要求物流如实反馈",因购买的是口罩，现在家里口罩已经用完，疫情当头，必须佩戴口罩才能出门，现在快递公司在不告知的情况下单方面不派件，已经严重影响了正常生活和出行，也是与疫情防控精神背道而驰的。明天大人要上班，小孩要上学，快递公司迟迟不送，现要求快递公司今天9月21日务必派件，不然由此造成的损失应有快递公司承担。,已完成
53,购买的医用n95口罩内有虫子,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355564431/,投诉,天猫,"退款,赔偿,作出处罚,下架产品",天猫健康大药房购买的界面医疗品牌的n95医用防护口罩，口罩的熔喷布层与无纺布层之间有虫子，不符合医疗器械生产标准。要求赔偿并下架此有严重质量问题产品。,处理中
54,售卖违规口罩,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355571658/,投诉,阿里客服,"赔偿,作出处罚",售卖违规口罩，没有压鼻条，起不到防疫作用，店铺页面承诺一赔四，现在只答应赔偿原款金额，一是企业诚信，二在疫情当下投机取巧，对百姓，社会国家极度不负责！！！！！！,处理中
55,福建泉州市石狮市琪嵘电子商务有限公司新买的大衣口袋有脏口罩,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355560887/,投诉,拼多多客户服务,"赔偿,作出处罚,改善服务,换货",前几天从拼多多APP++战狼世家琪嵘专卖店买了个大衣+昨天晚上签收完到宿舍试穿后发现大衣口袋里面有脏兮兮的别人带过的口罩++现在疫情还没有完全消除++买个大衣口袋里给我放个别人用过的口罩+问商家客服+推卸责任说衣服是新的++口罩是小孩子放的++万一那口罩上有新型冠状病毒呢++商家商家啥态度啥服务啊+++万一那口罩上携...,处理中
56,正常买东西开发票还需要税点,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355023048/,投诉,拼多多客户服务,开发票,买了600的口罩，不给开发票，还需要税点。,处理中
57,拼多多贩卖带有国旗标志口罩,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355389122/,投诉,拼多多客户服务,"退款,赔偿,作出处罚",拼多多贩卖带有国旗标志口罩，这违反了中华人民共和国国旗法，这是奥运同款口罩，只会对代表参加东京奥运会成员赞助，所以，这是假货，要求做出退一赔3，由于不足500元，以500元赔偿,处理中
58,疫情期间滴滴平台乘客佩戴口罩出示健康码 平台不作为,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354889432/,投诉,滴滴出行,恢复账号,9月6日10：02分接到 车城超市到火车站 订单 乘客上车未佩戴口罩我提现乘客佩戴口罩 乘客说没有口罩 让我带他去另一个地方拿口罩去了那没有又说再去另外地方拿口罩到了 我就说大概要多久时间久可能等不了您，乘客下车就开始辱骂我还扬言说要打我，后面我说你打我试试 之后平台就判我有责任扣我服务分， 难道政府要...,已完成
59,司机开车玩手机不戴口罩,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355400640/,投诉,高德地图客户服务团队,"退款,赔偿,作出处罚,改善服务",司机不戴口罩，边开车边玩手机，发语音，打字玩手机，红绿灯路口应该多安几个监控，坚决杜绝开车聊天打语音电话，微信短信撩妹,已完成
60,买到假医用外科口罩,2021-09-17,https://tousu.sina.com.cn/complaint/view/17354995195/,投诉,美团网客服小美,"退款,赔偿,作出处罚",我就冲着医用外科口罩（灭菌）买的，结果收到货打开一股很大的臭味，我就抱着怀疑的态度去药监局官网查验，结果根本查不到，确定是假货。另一种万通筋骨贴我发现也不是原装的，每盒都有拆开又封上的痕迹。美团客服就以卖家说不是假货一句话拒绝解决问题。要求退款，并赔偿500元。,已回复
61,司机绕道不带口罩提前结束行程投诉商家不作为,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355580035/,投诉,阳光出行官方账号,"退款,改善服务,解释道歉",司机绕行！不带口罩！提前下车不结束行程！投诉商家无门！商家不作为！,已回复
62,商家出售三无产品口罩,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355257493/,投诉,阿里客服,"退款,赔偿,作出处罚",商家出售的口罩没有任何合格证，产品包装无任何说明，包装盒都没有！,处理中
63,爱的密码医疗器械,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355419974/,投诉,微信重庆爱的密码医疗器械,退款,在地铁站通过机器购买口罩后不出货，联系商家没人理，机器上的电话是空白,待分配
64,达达平台上传自拍照后，以可能不是本人为由扣款三十,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355459845/,投诉,达达客户服务,退款,按照平台的要求，带着口罩，头盔，单平台又以没有漏出五官为由判自拍不合格，扣款三十。,已完成
65,买的儿童口罩不符合国家标准客服处理不到位,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354866481/,投诉,抖音短视频,赔偿,在抖音买的口罩 我本来有一个优惠卷 不知道为什么自己使用了 然后金额本来是6块的 买到的儿童口罩标准GB/T 38880-2020这个标准不符合儿童口罩的标准 GB/T32610-2016这个口罩标准是不适用于与儿童的，该标准有明文规定 要求退1赔3 不满500按500元处理,已完成
66,淘宝冻结帐号问题,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355019276/,投诉,阿里客服,恢复账号,顾客在淘宝被商家卖口罩给冻结无法使用下单功能,处理中
67,多次未接乘客电话导致乘客取消订单,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355116832/,投诉,滴滴出行客服,"改善服务,解释道歉,恢复账号",乘客态度恶劣 乘客拒绝戴口罩 拒绝扫行程码,已回复
68,商家售卖没有经营范围的商品,2021-09-22,https://tousu.sina.com.cn/complaint/view/17355077548/,投诉,苏宁客服中心,"退款,赔偿,道歉,作出处罚",我在商家购买的这款医用口罩收到货之后，发现做工特别粗糙，而且帮我查询卖家的经营执照范围的时候发现，卖家并没有第二类医疗器械，但是仍然售卖医用口罩，商家属于超范围售卖,已完成
69,奥运口罩,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354866773/,投诉,阿里客服,赔偿,奥运官方已经说了外面没有卖，他说是正品。。。。,处理中
70,商家虚假宣传，反馈不支持7天无理由退货,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355102824/,投诉,阿里客服,"退款,道歉,退货",口罩买大了，给商家反馈，商家虚假宣传，不让退货。态度恶劣,处理中
71,卖家出售假货，平台包庇,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355566557/,投诉,阿里客服,"退款,赔偿",本人于2021年8月5在在淘宝平台上购买了1000个奥运代表团同款的口罩，在到货后使用发现有异味，导致脸部过敏，然后在抖音，新浪新闻微博，新浪体育微博都看到官方发出的公告，公告里明确说到所有在网上出售的奥运同款口罩都是假货，然后找卖家协商退款，遭到卖家的拒绝和威胁恐吓，然后我就决定对这批假冒伪劣口罩进行丢...,处理中
72,smfk淘宝店铺口罩质量出现问题,2021-10-26,https://tousu.sina.com.cn/complaint/view/17355589260/,投诉,SMFK,"赔偿,更换",2021年7月10号交易完成，订单号1912343295388677***。10月25日使用第四个的时候发现口罩两边松紧不一。10月26日连带口罩质量问题照片与订单详情截图一同发给了淘宝客服，客服说售后时间已过无法处理，一句话打发我，口罩质量出现了问题，店铺品控不严，发出前不检查与时间无关，只要将产品卖出去就行不管质量如何，也不...,已回复
73,中影星美国际影城【建阳区】高价卖口罩,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354915146/,投诉,中影星美国际影城【建阳店】,"作出处罚,改善服务,解释",我在2021年9月12日在网上购买了建阳区中影星美国际影城店两张电影票，到了店由于没有带口罩进不去，检票员叫我到前台买买一个口罩，我问多少钱一个前台特别凶的告诉一块钱一个，我说楼下超市都卖2毛钱一个你们为什么卖一块钱一个，还恶言相向说楼下这么便宜为啥不下去买，买不起口罩还看什么电影。这是我见过最差服务态...,待分配
74,乘客未佩戴口罩司机取消订单被判责,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909943/,投诉,滴滴出行客服,"改善服务,恢复账号,撤销处罚",滴滴平台接单，到达上车点，因乘客拒绝佩戴口罩，司机自行取消订单，导致平台判司机有责，平台是鼓励乘客不戴口罩吗？司机对于未佩戴口罩的乘客凭什么不应该取消订单，平台这样包庇乘客，无视疫情的防护措施,已完成
75,淘宝天天特卖工厂店说退款成功了，我的支付宝却没有收到,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355507227/,投诉,淘特官博,"退款,道歉,作出处罚,解释",我的两个淘宝账号在10月7号至10月8号两天分别领了淘宝的天天签到红包。其中一个淘宝账号于10.7号领了2.88元的天天签到红包，我使用红包购买了2.9元的口罩；另一个淘宝账号于10月7日和10月8日各领了2.38元的天天签到红包，用这个淘宝账号买了两个2.9元的口罩。两个账号一共购买了三个2.9元的口罩。 但是后来我一直收不...,处理中
